Name,Descriptions,Keywords,Challenge,meta,Armor Class,Hit Points,Speed,STR,STR_mod,DEX,DEX_mod,CON,CON_mod,INT,INT_mod,WIS,WIS_mod,CHA,CHA_mod,Saving Throws,Skills,Senses,Languages,Traits,Actions,Legendary Actions,Damage Immunities,Condition Immunities,Damage Resistances,Damage Vulnerabilities,Reactions
Vampire Spawn,"This monster would be a humanoid creature with pale skin and long, sharp fangs. It would be fast and agile, and would drain the blood of its victims to heal itself.","Horror , Bloodlust , Vampires , Undead","5 (1,800 Souls)","Medium undead,",15 (Natural Armor),82 (11d8 + 33),30 ft.,16,(+3),16,(+3),16,(+3),11,(+0),10,(+0),12,(+1),"DEX +6, WIS +3","Perception +3, Stealth +6","Darkvision 60 ft., Passive Perception 13",the languages it knew in life,"<p><em><strong>Regeneration.</strong></em> The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn. </p><p><em><strong>Spider Climb.</strong></em> The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check. </p><p><em><strong>Vampire Weaknesses.</strong></em> The vampire has the following flaws: </p><p><em>Forbiddance.</em> The vampire can't enter a residence without an invitation from one of the occupants. </p><p><em>Harmed by Running Water.</em> The vampire takes 20 acid damage when it ends its turn in running water. </p><p><em>Stake to the Heart.</em> The vampire is destroyed if a piercing weapon made of wood is driven into its heart while it is incapacitated in its resting place. </p><p><em>Sunlight Hypersensitivity.</em> The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.</p>","<p><em><strong>Multiattack.</strong></em> The vampire makes two attacks, only one of which can be a bite attack. </p><p><em><strong>Claws.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one creature. <em>Hit:</em> 8 (2d4 + 3) slashing damage. Instead of dealing damage, the vampire can grapple the target (escape DC 13). </p><p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one willing creature, or a creature that is grappled by the vampire, incapacitated, or restrained. <em>Hit:</em> 6 (1d6 + 3) piercing damage plus 7 (2d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.</p>",,,,"Necrotic; Bludgeoning, Piercing, and Slashing from Nonmagical Attacks",,
Veteran Knight,"This monster would be a fearsome opponent, clad in full armor and wielding a deadly weapon. It would be a skilled warrior, capable of felling even the most powerful of foes.","Warrior , Combat , Veteran , Knight",3 (700 Souls),Medium humanoid,17 (Splint),58 (9d8 + 18),30 ft.,16,(+3),13,(+1),14,(+2),10,(+0),11,(+0),10,(+0),,"Athletics +5, Perception +2",Passive Perception 12,Any one language (usually Common),,"<p><em><strong>Multiattack.</strong></em> The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack. </p><p><em><strong>Longsword.</strong></em> <em>Melee Weapon Attack:</em> +5 to hit, reach 5 ft., one target. <em>Hit:</em> 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands. </p><p><em><strong>Shortsword.</strong></em> <em>Melee Weapon Attack:</em> +5 to hit, reach 5 ft., one target. <em>Hit:</em> 6 (1d6 + 3) piercing damage. </p><p><em><strong>Heavy Crossbow.</strong></em> <em>Ranged Weapon Attack:</em> +3 to hit, range 100/400 ft., one target. <em>Hit:</em> 6 (1d10 + 1) piercing damage.</p>",,,,,,
Violet Fungus,"This monster would be a large, purple fungus that would attack by spewing poisonous spores at its enemies. It would be a slow moving, but deadly foe that would be difficult to take down.","Poisonous , Fungal , Slow moving , Deadly",1/4 (50 Souls),Medium plant,5,18 (4d8),5 ft.,3,(-4),1,(-5),10,(+0),1,(-5),3,(-4),1,(-5),,,"Blindsight 30 ft., Passive Perception 6",--,"<p><em><strong>False Appearance.</strong></em> While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.</p>","<p><em><strong>Multiattack.</strong></em> The fungus makes 1d4 Rotting Touch attacks.</p><p><em><strong>Rotting Touch.</strong></em> <em>Melee Weapon Attack:</em> +2 to hit, reach 10 ft., one creature. <em>Hit:</em> 4 (1d8) necrotic damage.</p>",,,"Blinded, Deafened, Frightened",,,
Vrock,"This monster would be a large, demonic creature with wings. It would be fast and agile, and would attack with its claws and teeth. It would be resistant to fire, and would be found in areas of high heat.","Evil , Demons , Heat , Agility","6 (2,300 Souls)","Large fiend,",15 (Natural Armor),104 (11d10 + 44),"40 ft., fly 60 ft.",17,(+3),15,(+2),18,(+4),8,(-1),13,(+1),8,(-1),"DEX +5, WIS +4, CHA +2",,"Darkvision 120 ft., Passive Perception 11","Abyssal, Telepathy 120 ft.",<p><em><strong>Magic Resistance.</strong></em> The vrock has advantage on saving throws against spells and other magical effects.</p>,"<p><em><strong>Multiattack.</strong></em> The vrock makes two attacks: one with its beak and one with its talons. </p><p><em><strong>Beak.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 10 (2d6 + 3) piercing damage. </p><p><em><strong>Talons.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 14 (2d10 + 3) slashing damage. </p><p><em><strong>Spores (Recharge 6).</strong></em> A 15Â­-footÂ­-radius cloud of toxic spores extends out from the vrock. The spores spread around corners. Each creature in that area must succeed on a DC 14 Constitution saving throw or become poisoned. While poisoned in this way, a target takes 5 (1d10) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Emptying a vial of holy water on the target also ends the effect on it. </p><p><em><strong>Stunning Screech (1/Day).</strong></em> The vrock emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn't a demon must succeed on a DC 14 Constitution saving throw or be stunned until the end of the vrock's next turn.</p>",,Poison,Poisoned,"Cold, Fire, Lightning; Bludgeoning, Piercing, and Slashing from Nonmagical Attacks",,
Vulture,"The Vulture is a large, flying creature that attacks with its powerful beak and talons. It is a fearsome opponent that can quickly take down its prey.","scavenger , predator , scavenging , scavenging behavior",0 (10 Souls),Medium beast,10,5 (1d8 + 1),"10 ft., fly 50 ft.",7,(-2),10,(+0),13,(+1),2,(-4),12,(+1),4,(-3),,Perception +3,Passive Perception 13,--,<p><em><strong>Keen Sight and Smell.</strong></em> The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell. </p><p><em><strong>Pack Tactics.</strong></em> The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 feet of the creature and the ally isn't incapacitated.</p>,"<p><em><strong>Beak.</strong></em> <em>Melee Weapon Attack:</em> +2 to hit, reach 5 ft., one target. <em>Hit:</em> 2 (1d4) piercing damage.</p>",,,,,,
Warhorse,"This horse-like creature is covered in thick, dark fur. It has large, sharp horns protruding from its head, and its eyes glow red with fury. It is a fearsome opponent in battle, and is known for its strength and stamina.","Warhorse , Animal , Strength , Stamina",1/2 (100 Souls),Large beast,11,19 (3d10 + 3),60 ft.,18,(+4),12,(+1),13,(+1),2,(-4),12,(+1),7,(-2),,,Passive Perception 11,--,"<p><em><strong>Trampling Charge.</strong></em> If the horse moves at least 20 feet straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action.</p>","<p><em><strong>Hooves.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) bludgeoning damage.</p>",,,,,,
Warhorse Skeleton,"This monster would be a skeletal horse that is reanimated by dark magic. It would be a fearsome opponent that would be difficult to take down. It would likely be found in dark, dank places where dark magic is prevalent.","Dark magic , Skeletal horse , Reanimated , Fearsome",1/2 (100 Souls),"Large undead,",13 (Barding Scraps),22 (3d10 + 6),60 ft.,18,(+4),12,(+1),15,(+2),2,(-4),8,(-1),5,(-3),,,"Darkvision 60 ft., Passive Perception 9",--,,"<p><em><strong>Hooves.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) bludgeoning damage.</p>",,Poison,"Exhaustion, Poisoned",,Bludgeoning,
Water Elemental,"This monster is a water elemental. It is a humanoid creature made entirely of water. It has no eyes, but it has a mouth with sharp teeth. It is very agile and fast, and it can shoot water from its mouth.","aquatic , elemental , magical , water","5 (1,800 Souls)","Large elemental,",14 (Natural Armor),114 (12d10 + 48),"30 ft., swim 90 ft.",18,(+4),14,(+2),18,(+4),5,(-3),10,(+0),8,(-1),,,"Darkvision 60 ft., Passive Perception 10",Aquan,"<p><em><strong>Water Form.</strong></em> The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing. </p><p><em><strong>Freeze.</strong></em> If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 feet until the end of its next turn.</p>","<p><em><strong>Multiattack.</strong></em> The elemental makes two slam attacks. </p><p><em><strong>Slam.</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 13 (2d8 + 4) bludgeoning damage. </p><p><em><strong>Whelm (Recharge 4â€“6).</strong></em> Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends, the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space.</p><p>The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns, each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength and succeeding.</p>",,Poison,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious","Acid; Bludgeoning, Piercing, and Slashing from Nonmagical Attacks",,
Weasel,"The Weasel is a small, rodent-like creature that is found in the dark corners of Lordran. It is a timid creature that will flee at the first sign of danger, but can be aggressive if cornered. It is not a particularly powerful creature, but can inflict a nasty bite if provoked.","Dark and mysterious , Small and timid , Animalistic , Fearful",0 (10 Souls),Tiny beast,13,1 (1d4 - 1),30 ft.,3,(-4),16,(+3),8,(-1),2,(-4),12,(+1),3,(-4),,"Perception +3, Stealth +5",Passive Perception 13,--,<p><em><strong>Keen Hearing and Smell.</strong></em> The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell.</p>,"<p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +5 to hit, reach 5 ft., one target. <em>Hit:</em> 1 piercing damage.</p>",,,,,,
Werebear,"The Werebear is a large, furry creature that attacks with its powerful claws. It is fast and agile, making it a difficult target to hit. When low on health, the Werebear will enter a rage, increasing its damage output and making it even more dangerous.","Animalistic , Feral , Strength , Rage","5 (1,800 Souls)",Medium humanoid,"10 In Humanoid Form, 11 In Bear And Hybrid Form",135 (18d8 + 54),"30 ft., 40 ft., climb 30 ft. in bear or hybrid form",19,(+4),10,(+0),17,(+3),11,(+0),12,(+1),12,(+1),,Perception +7,Passive Perception 17,Common (can't speak in bear form),"<p><em><strong>Shapechanger.</strong></em> The werebear can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. </p><p><em><strong>Keen Smell.</strong></em> The werebear has advantage on Wisdom (Perception) checks that rely on smell.</p>","<p><em><strong>Multiattack.</strong></em> In bear form, the werebear makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid. </p><p><em><strong>Bite (Bear or Hybrid Form Only).</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 15 (2d10 + 4) piercing damage. If the target is a humanoid, it must succeed on a DC 14 Constitution saving throw or be cursed with werebear lycanthropy. </p><p><em><strong>Claw (Bear or Hybrid Form Only).</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 13 (2d8 + 4) slashing damage. </p><p><em><strong>Greataxe (Humanoid or Hybrid Form Only).</strong></em> <em>Melee Weapon Attack:</em> +7 to hit, reach 5 ft., one target. <em>Hit:</em> 10 (1d12 + 4) slashing damage.</p>",,"Bludgeoning, Piercing, and Slashing from Nonmagical Attacks that aren't Silvered",,,,
Wereboar,"The Wereboar is a large, feral creature that is half-man, half-boar. It is incredibly strong and aggressive, and will attack anything that it perceives as a threat. It is covered in thick fur and has large, sharp tusks that it uses to rend and tear its prey.","Feral , Animal , Strength , Aggression","4 (1,100 Souls)","Medium humanoid,","10 In Humanoid Form, 11 In Boar Or Hybrid Form",78 (12d8 + 24),"30 ft., 40 ft. in boar form",17,(+3),10,(+0),15,(+2),10,(+0),11,(+0),8,(-1),,Perception +2,Passive Perception 12,Common (can't speak in boar form),"<p><em><strong>Shapechanger.</strong></em> The wereboar can use its action to polymorph into a boar-humanoid hybrid or into a boar, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. </p><p><em><strong>Charge (Boar or Hybrid Form Only).</strong></em> If the wereboar moves at least 15 feet straight toward a target and then hits it with its tusks on the same turn, the target takes an extra 7 (2d6) slashing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone. </p><p><em><strong>Relentless (Recharges after a Short or Long Rest).</strong></em> If the wereboar takes 14 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.</p>","<p><em><strong>Multiattack (Humanoid or Hybrid Form Only).</strong></em> The wereboar makes two attacks, only one of which can be with its tusks. </p><p><em><strong>Maul (Humanoid or Hybrid Form Only).</strong></em> <em>Melee Weapon Attack:</em> +5 to hit, reach 5 ft., one target. <em>Hit:</em> 10 (2d6 + 3) bludgeoning damage. </p><p><em><strong>Tusks (Boar or Hybrid Form Only).</strong></em> <em>Melee Weapon Attack:</em> +5 to hit, reach 5 ft., one target. <em>Hit:</em> 10 (2d6 + 3) slashing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy.</p>",,"Bludgeoning, Piercing, and Slashing from Nonmagical Attacks that aren't Silvered",,,,
Wererat,"The Wererat is a monster that lurks in the shadows, waiting to ambush its unsuspecting prey. It is a humanoid creature with the head of a rat, and its body is covered in shaggy fur. It has long, sharp claws that it uses to rend its victims, and its teeth are sharp enough to bite through armor.","Stealthy , Rat-like , Fast , Savage",2 (450 Souls),"Medium humanoid,",12,33 (6d8 + 6),30 ft.,10,(+0),15,(+2),12,(+1),11,(+0),10,(+0),8,(-1),,"Perception +2, Stealth +4","Darkvision 60 ft., Passive Perception 12",Common (can't speak in rat form),"<p><em><strong>Shapechanger.</strong></em> The wererat can use its action to polymorph into a rat-humanoid hybrid or into a giant rat, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. </p><p><em><strong>Keen Smell.</strong></em> The wererat has advantage on Wisdom (Perception) checks that rely on smell.</p>","<p><em><strong>Multiattack (Humanoid or Hybrid Form Only).</strong></em> The wererat makes two attacks, only one of which can be a bite. </p><p><em><strong>Bite (Rat or Hybrid Form Only).</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 4 (1d4 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy. </p><p><em><strong>Shortsword (Humanoid or Hybrid Form Only).</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 5 (1d6 + 2) piercing damage. </p><p><em><strong>Hand Crossbow (Humanoid or Hybrid Form Only).</strong></em> <em>Ranged Weapon Attack:</em> +4 to hit, range 30/120 ft., one target. <em>Hit:</em> 5 (1d6 + 2) piercing damage.</p>",,"Bludgeoning, Piercing, and Slashing from Nonmagical Attacks that aren't Silvered",,,,
Weretiger,"The Weretiger is a fearsome creature that lurks in the shadows, ready to pounce on its unsuspecting prey. It is a large cat-like creature with tiger-like stripes running down its back, and its eyes glow a eerie green in the darkness. It is a fearsome opponent that will not hesitate to rip its foes to shreds with its powerful claws and teeth.","Fearsome , Savage , Stealthy , Powerful","4 (1,100 Souls)","Medium humanoid,",12,120 (16d8 + 48),"30 ft., 40 ft. in tiger form",17,(+3),15,(+2),16,(+3),10,(+0),13,(+1),11,(+0),,"Perception +5, Stealth +4","Darkvision 60 ft., Passive Perception 15",Common (can't speak in tiger form),"<p><em><strong>Shapechanger.</strong></em> The weretiger can use its action to polymorph into a tiger-humanoid hybrid or into a tiger, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. </p><p><em><strong>Keen Hearing and Smell.</strong></em> The weretiger has advantage on Wisdom (Perception) checks that rely on hearing or smell. </p><p><em><strong>Pounce (Tiger or Hybrid Form Only).</strong></em> If the weretiger moves at least 15 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the weretiger can make one bite attack against it as a bonus action.</p>","<p><em><strong>Multiattack (Humanoid or Hybrid Form Only).</strong></em> In humanoid form, the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form, it can attack like a humanoid or make two claw attacks. </p><p><em><strong>Bite (Tiger or Hybrid Form Only).</strong></em> <em>Melee Weapon Attack:</em> +5 to hit, reach 5 ft., one target. <em>Hit:</em> 8 (1d10 + 3) piercing damage. If the target is a humanoid, it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy. </p><p><em><strong>Claw (Tiger or Hybrid Form Only).</strong></em> <em>Melee Weapon Attack:</em> +5 to hit, reach 5 ft., one target. <em>Hit:</em> 7 (1d8 + 3) slashing damage. </p><p><em><strong>Scimitar (Humanoid or Hybrid Form Only).</strong></em> <em>Melee Weapon Attack:</em> +5 to hit, reach 5 ft., one target. <em>Hit:</em> 6 (1d6 + 3) slashing damage.</p><p><em><strong>Longbow (Humanoid or Hybrid Form Only).</strong></em> <em>Ranged Weapon Attack:</em> +4 to hit, range 150/600 ft., one target. <em>Hit:</em> 6 (1d8 + 2) piercing damage.</p>",,"Bludgeoning, Piercing, and Slashing from Nonmagical Attacks that aren't Silvered",,,,
Werewolf,"The Werewolf is a large, wolf-like creature that is covered in shaggy fur. It has large, sharp claws and teeth, and its eyes glow red. It is incredibly fast and agile, and is able to leap great distances. It is incredibly strong, and is able to rip its enemies apart with its bare hands.","Mythology/Folklore , Animalism , Wilderness , Survival",3 (700 Souls),"Medium humanoid,","11 In Humanoid Form, 12 In Wolf Or Hybrid Form",58 (9d8 + 18),"30 ft., 40 ft. in wolf form",15,(+2),13,(+1),14,(+2),10,(+0),11,(+0),10,(+0),,"Perception +4, Stealth +3",Passive Perception 14,Common (can't speak in wolf form),"<p><em><strong>Shapechanger.</strong></em> The werewolf can use its action to polymorph into a wolf-humanoid hybrid or into a wolf, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. </p><p><em><strong>Keen Hearing and Smell.</strong></em> The werewolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.</p>","<p><em><strong>Multiattack. (Humanoid or Hybrid Form Only).</strong></em> The werewolf makes two attacks: one with its bite and one with its claws or spear. </p><p><em><strong>Bite (Wolf or Hybrid Form Only).</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 6 (1d8 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy. </p><p><em><strong>Claws. (Hybrid Form Only).</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one creature. <em>Hit:</em> 7 (2d4 + 2) slashing damage. </p><p><em><strong>Spear (Humanoid Form Only).</strong></em> <em>Melee or <em>Ranged Weapon Attack:</em></em> +4 to hit, reach 5 ft. or range 20/60 ft., one creature. <em>Hit:</em> 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack.</p>",,"Bludgeoning, Piercing, and Slashing from Nonmagical Attacks that aren't Silvered",,,,
White Dragon Wyrmling,"This small, white dragon wyrmling is barely bigger than a human child. It has a long, slender body with delicate wings, and a long tail. Its eyes are a deep blue, and its teeth and claws are sharp. It is a young dragon, but it is already quite dangerous.","innocence, purity, vulnerability , power, strength, aggression , growth, change, transformation , magic, sorcery, power",2 (450 Souls),"Medium dragon,",16 (Natural Armor),32 (5d8 + 10),"30 ft., burrow 15 ft., fly 60 ft., swim 30 ft.",14,(+2),10,(+0),14,(+2),5,(-3),10,(+0),11,(+0),"DEX +2, CON +4, WIS +2, CHA +2","Perception +4, Stealth +2","Blindsight 10 ft., Darkvision 60 ft., Passive Perception 14",Draconic,,"<p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 7 (1d10 + 2) piercing damage plus 2 (1d4) cold damage. </p><p><em><strong>Cold Breath (Recharge 5â€“6).</strong></em> The dragon exhales an icy blast of hail in a 15-foot cone. Each creature in that area must make a DC 12 Constitution saving throw, taking 22 (5d8) cold damage on a failed save, or half as much damage on a successful one.</p>",,Cold,,,,
Wight,The Wight is a skeletal undead creature that wields a scimitar in each hand. It is a fast and agile creature that can leap great distances. It is weak to fire and light attacks.,"undead, skeletal, scimitar, fast, agile, light, weak",3 (700 Souls),"Medium undead,",14 (Studded Leather),45 (6d8 + 18),30 ft.,15,(+2),14,(+2),16,(+3),10,(+0),13,(+1),15,(+2),,"Perception +3, Stealth +4","Darkvision 60 ft., Passive Perception 13",The languages it knew in life,"<p><em><strong>Sunlight Sensitivity.</strong></em> While in sunlight, the wight has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.</p>","<p><em><strong>Multiattack.</strong></em> The wight makes two longsword attacks or two longbow attacks. It can use its Life Drain in place of one longsword attack. </p><p><em><strong>Life Drain.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one creature. <em>Hit:</em> 5 (1d6 + 2) necrotic damage. The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.</p><p>A humanoid slain by this attack rises 24 hours later as a zombie under the wight's control, unless the humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at one time. </p><p><em><strong>Longsword.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 6 (1d8 + 2) slashing damage, or 7 (1d10 + 2) slashing damage if used with two hands. </p><p><em><strong>Longbow.</strong></em> <em>Ranged Weapon Attack:</em> +4 to hit, range 150/600 ft., one target. <em>Hit:</em> 6 (1d8 + 2) piercing damage.</p>",,Poison,"Exhaustion, Poisoned","Necrotic; Bludgeoning, Piercing, and Slashing from Nonmagical Attacks that aren't Silvered",,
Will-o'-Wisp,"The Will-o'-Wisp is a small, ethereal creature that flits around in the air, luring victims towards it with its eerie light. It is difficult to hit, and will often disappear and reappear elsewhere in an instant. When it is finally destroyed, its body explodes into a shower of bright sparks.","Spirits , The supernatural , The lure of the unknown , The dangers of the dark",2 (450 Souls),"Tiny undead,",19,22 (9d4),"0 ft., fly 50 ft. (hover)",1,(-5),28,(+9),10,(+0),13,(+1),14,(+2),11,(+0),,,"Darkvision 120 ft., Passive Perception 12",The languages it knew in life,"<p><em><strong>Consume Life.</strong></em> As a bonus action, the will-o'-wisp can target one creature it can see within 5 feet of it that has 0 hit points and is still alive. The target must succeed on a DC 10 Constitution saving throw against this magic or die. If the target dies, the will-o'-wisp regains 10 (3d6) hit points. </p><p><em><strong>Ephemeral.</strong></em> The will-o'-wisp can't wear or carry anything. </p><p><em><strong>Incorporeal Movement.</strong></em> The will-o'-wisp can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object. </p><p><em><strong>Variable Illumination.</strong></em> The will-o'-wisp sheds bright light in a 5- to 20-foot radius and dim light for an additional number of feet equal to the chosen radius. The will-o'-wisp can alter the radius as a bonus action.</p>","<p><em><strong>Shock.</strong></em> Melee Spell Attack: +4 to hit, reach 5 ft., one creature. <em>Hit:</em> 9 (2d8) lightning damage. </p><p><em><strong>Invisibility.</strong></em> The will-o'-wisp and its light magically become invisible until it attacks or uses its Consume Life, or until its concentration ends (as if concentrating on a spell).</p>",,"Lightning, Poison","Exhaustion, Grappled, Paralyzed, Poisoned, Prone, Restrained, Unconscious","Acid, Cold, Fire, Necrotic, Thunder; Bludgeoning, Piercing, and Slashing from Nonmagical Attacks",,
Winter Wolf,"The Winter Wolf is a large, wolf-like creature that is covered in thick fur. It is a very powerful creature, and is known for its ferocity in battle. It is also known for its ability to breath ice, and can often be found in cold, snowy areas.","Winter , Wolf , Powerful , Cold",3 (700 Souls),"Large monstrosity,",13 (Natural Armor),75 (10d10 + 20),50 ft.,18,(+4),13,(+1),14,(+2),7,(-2),12,(+1),8,(-1),,"Perception +5, Stealth +3",Passive Perception 15,"Common, Giant, Winter Wolf",<p><em><strong>Keen Hearing and Smell.</strong></em> The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell. </p><p><em><strong>Pack Tactics.</strong></em> The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't incapacitated. </p><p><em><strong>Snow Camouflage.</strong></em> The wolf has advantage on Dexterity (Stealth) checks made to hide in snowy terrain.</p>,"<p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +6 to hit, reach 5 ft., one target. <em>Hit:</em> 11 (2d6 + 4) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be knocked prone. </p><p><em><strong>Cold Breath (Recharge 5â€“6).</strong></em> The wolf exhales a blast of freezing wind in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 18 (4d8) cold damage on a failed save, or half as much damage on a successful one.</p>",,Cold,,,,
Wolf,"The Wolf is a fearsome creature that lurks in the shadows, waiting to pounce on its unsuspecting prey. It is a cunning and vicious predator, capable of tearing its victims apart with its powerful jaws. The Wolf is a feared opponent, and few who cross its path live to tell the tale.","Predator , Cunning , Ferocity , Fear",1/4 (50 Souls),Medium beast,13 (Natural Armor),11 (2d8 + 2),40 ft.,12,(+1),15,(+2),12,(+1),3,(-4),12,(+1),6,(-2),,"Perception +3, Stealth +4",Passive Perception 13,--,<p><em><strong>Keen Hearing and Smell.</strong></em> The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.</p><p><em><strong>Pack Tactics.</strong></em> The wolf has advantage on attack rolls against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't incapacitated.</p>,"<p><em><strong>Bite.</strong></em> <em>Melee Weapon Attack:</em> +4 to hit, reach 5 ft., one target. <em>Hit:</em> 7 (2d4 + 2) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.</p>",,,,,,
