Prompt,Completion,Item Name,Item Description,ItemType
ItemName,,Horn Bow,"Longbow made from animal horn. Wielded by the master hunters of the ancestral followers. 

Imbues arrows fired with magic damage.
Reveals its true worth when used with magic-infused arrows. ",
ItemName,,Hoslow's Petal Whip,"Metal whip formed of razor-sharp chain-link blades that have the
appearance of flower petals. This work of art is handed down
though the generations of the illustrious House Hoslow.
High dexterity is required to wield this weapon,
but it excels at inflicting devastation",
ItemName,,Hunter Axe,"One of the trick weapons of the workshop, commonly used on the hunt. Retains the qualities of an axe, but offers a wider palette of attacks by transforming. Boasts a heavy blunt attack, leading to high rally potential. No matter their pasts, beasts are no more than beasts. Some choose this axe to play the part of executioner.",
ItemName,,Hunter's Blackbow,"A black bow designed for long distances. Difficult to handle at first, and requiring some amount of practice to master.The hunting Goddess Evlana was no goddess at all, but rather a brave and highly skilled bow huntress. Long after her demise, the passing of lore transformed her into a deity.",
ItemName,,Iaito,"Katana forged in an Eastern land. The Katana is drawn from the scabbard at lightning speed, using an Iaijutsu technique. Iaijutsu allows the wielder to charge forward to swiftly cut down distant foes",
ItemName,,Ice Rapier,"Rapiers wielded by sorcerers of Eleum Loyce, imbued with a magic that is released with a strong attack.A great protective wall was erected to protect Eleum Loyce from the encroaching chaos, and these sorcerers were amongst its defenders.",
ItemName,,Icerind Hatchet,"A hatchet with a frost-coated blade. One of several gifts given by
Castle Sol in the distant north.

Known as ""freezing fog,"" the blade is thought to be a dragon's
scale. Inflicts a powerful frost effect.",
ItemName,,Idol's Chime,"Sacred chime of Licia of Lindelt. A catalyst for miracles and hexes.In any town there will be a few folk with unusual urges. They either endeavor to resist these urges, or act upon them out of the view of others. The world is not so welcoming they may bare their souls true.",
ItemName,,Immolation Tinder,"Profaned Flame wielded by the Irithyllian witches, frigid spirits roaming the Boreal Valley.This torch, both a weapon and a staff, is enshrouded in an everlasting flame.Skill: Punitive FlamePunish foes with a flame that blankets the ground.",
ItemName,,Infantry Axe,"An axe wielded by Drangleic infantry.A makeshift, crude weapon that deals an underwhelming amount of damage.",
ItemName,,Inquisitor's Girandole,"Instrument of torture used on nobles behind the curtain at the 
Volcano Manor of Mt. Gelmir.

Its numerous spikes pierce the flesh, then singe the wounds with
flame. The smell of burnt blood induces despair in the victim. A
candlestick conveived by a thorough mind.",
ItemName,,Inseparable Sword,"Sword forged by compounding silver and gold.
A sacred weapon to hunt Those Who Live in Death.
Deals holy damage.

The inseparable twins found solace in the Golden Order,
the only institution not to revile them as accursed beings.",
ItemName,,Irithyll Rapier,"Thrusting sword bestowed upon the Outrider Knights of the Boreal Valley. This weapon is shrouded in frost, and causes frostbite.Every Outrider Knight one day devolves into a beast, constantly hounded by Pontiff Sulyvahn's black eyes.Skill: Shield SplitterAim carefully, and attack in a large forward lunge to pierce through enemy shields and inflict damage directly.",
ItemName,,Irithyll Straight Sword,".Straight sword bestowed upon the Outrider Knights of the Boreal Valley. This weapon is enshrouded in frost, and causes frostbite.Every Outrider Knight one day devolves into a beast, constantly hounded by Pontiff Sulyvahn's black eyes.",
ItemName,,Iron Ball,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice.

Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",
ItemName,,Iron Cleaver,"Fairly large iron cleaver, commonly used by the maltreated Misbegotten. 

Steeped in resentment, these weapons are swung wildly and relentlessly, often after rushing up to foes. ",
ItemName,,Iron Greatsword,"Greatsword with a blade of unusually thick steel.
A coarse weapon to which polishing is a foreign concept.

Weighty even among others of its class, the impact of each strike is sure to be felt.",
ItemName,,Iron King Hammer,"Great hammer forged from the soul of the Old Iron King.
The tip is formed of molten rock.
The corpse of the Old Iron King became the vessel that bred Ichorous Earth.
The heavy rock tip is formed of cooled magma, with a still-smoldering core.",
ItemName,,Iron Spear,"Commonly used iron spear with no notable traits.
The blade is severely rusted.",
ItemName,,Ivory King Ultra Greatsword,"Ultra Greatsword of the Ivory King of Eleum Loyce.Wield with both hands to realize its full strength.It is said that the Ivory King was once the highest ranking knight in his home of Forossa, famed for its god of war.After taking his crown, they say he was the first to swing his sword in times of need, be it for his homeland or his people.",
ItemName,,Ivory Sickle,"Sickle fashioned form ivory. 
Weapon carried by aged Albunaurics.

These weapons are evidence of their dedication to the Haligtree, despite never having entered its presence.",
ItemName,,Ivory Straight Sword,".Sword of Fabian, knight of Eleum Loyce.This blade, crafted with ivory ore native to the land, harnesses souls to slash at foes.Sir Fabian led the loyal knights of Eleum Loyce straight into the depths of chaos to exterminate the terrible things that dwelled there, but not one of the selfless knights returned",
ItemName,,Ivory Talisman,Medium for casting miracles of the Gods. Ivory Talismans are granted only to female clerics and their value is affected dramatically by their owner's faith.,
ItemName,,Izalith Catalyst,"Catalyst of the Witch of Izalith of long ago, when her daughters were still flame witches, before they were engulfed by the Chaos Flame. Before the birth of pyromancy, their wands were mediums for sorcery, but knowledge of this flame sorcery has long since vanished.",
ItemName,,Jagged Ghost Blade,Jagged blade wielded by New Londo ghosts. Violent thrust attack. One of the cursed weapons. Inflicts damage to ghosts.,
ItemName,,Jawbone Axe,"Axe made from a herbivore's skull. Weapon of the ancestral followers who disdain metal.

This axe is more of a bludgeon; it forgoes a bladed edge, instead using the beast's molar teeth to buffet foes, dealing strike damage.",
ItemName,,Katar,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,
ItemName,,Key to the Embedded,"Sword that opens the Embedded's door.Shaped like a weapon, but is in fact a key.Plunge the key into the Embeddedto bring a rhapsodic end to his fate.The once-human Embedded, realizing that hecould never resist the temptation of the flesh,bound himself eternally with chains. Since then,he has awaited the day that somebody willfind this key, and bury it within his bosom.",
ItemName,,King's Ultra Greatsword,"An ultra greatsword forged from the soul of King Vendrick.Inflicts heavy damage on enemy armor.Only the king knows whether the depiction of the Queen is a resentful mockery, or an affectionate exaltation.",
ItemName,,Kirkhammer,"A trick weapon typically used by Healing Church hunters. On the one side, an easily handled silver sword. On the other, a giant obtuse stone weapon, characterized by a blunt strike and extreme force of impact. The Church takes a heavy-handed, merciless stance toward the plague of beasts, an irony not lost upon the wielders of this most symbolic weapon.",
ItemName,,Knight's Crossbow,"Crossbow used by the proud knights of Lothric. It bears an elaborate gold design.The crossbow has been blessed with the power of lightning, in anticipation of the use of Lightning Bolts.",
ItemName,,Knight's Greatsword,"Greatsword bestowed upon skilled swordsmen in the demigods' service, and yet had no rank or title.

Featuring a long grip enabling a dual-handed use, this weapon was designed to dispatch larger foes. Being charged with such a duty was undoubtedly a great honor.",
ItemName,,Kos Parasite,"When the carcass of Kos washed up on the coast, its insides were teeming with tiny parasites, unlike any found in humans. This atypical weapon can only be clasped tight and swung, but a Kos Parasite is said to stimulate phantasms inhabiting a lumenwood",
ItemName,,Large Club,Large wooden club. The giant Undead of Blighttown wield these clubs which became poisonous from the influence of their surroundings,
ItemName,,Large Club,"A large wooden club.Not an elegant weapon by any means, but a beastly thing with plenty of weight to easily break a shielded defense.",
ItemName,,Lazuli Glintstone Sword,"A sword with a glintstone in its handguards. Wielded by scholars of the Lazuli Conspectus who seek to master Carian sorcery. Deals magic damage.

Apparently once used as a staff of sorcery, this sword is made of wood.",
ItemName,,Ledo's Great Hammer,"Great Hammer wielded by the Silver Knight Ledo. Ledo's hammer is by far the heaviest weapon amongst those wielded by the knights of Anor Londo.Ledo, an eccentric who traveled aross the outskirts, became a close friend to the giants and even Havel, the Rock.",
ItemName,,Lifehunt Scythe,Scythe born from the soul of Priscilla the stark white crossbreed trapped inside the painted world of Ariamis. Even the Gods feared Priscilla's lifehunt ability and in the hands of a mortal its power will turn upon its wielder.,
ItemName,,Light Crossbow,"Standard crossbow issued to soldiers. While bows require both hands, a crossbow is held in one, but arming each bolt takes time.",
ItemName,,Light Crossbow,"A standard crossbow.Equip bolts to use. Unlike bows, a crossbow can be held in one hand.Equip up to two types of bolts to give yourself immediate options in battle.",
ItemName,,Lion Greataxe,"Greataxe wielded by Lion Clan warriors.The finely-crafted blade cuts smoothly, evidence that the lion clansmen are much more than vulgar beasts.",
ItemName,,Lion Greatbow,"Greatbow of black iron wielded by General Radahn. Decorated with a lion mane motif.

Imbued with gravitational power of the Starscourge, when used along with Radahn's Spear, it becomes a true weapon of a champion. ",
ItemName,,Lizard Staff,"Staff used by the fallen sorcerers who wander this land. A catalyst for both sorceries and hexes.Particularly well-attuned for sorceries.The lizard bound to its tip is a simple charm, and has no bearing on the staff's powers.",
ItemName,,Logan's Catalyst,"Catalyst of Big Hat Logan, the great sorcerer and seeker of knowledge. Originally the same catalyst employed by the Vinheim sorcerers, only terribly strengthened over time due to Logan's use. Very powerful when used by one of superior intelligence.",
ItemName,,Logarius' Wheel,"Weapon wielded by martyr Logarius' band of executioners. Used to slaughter the Vilebloods in Cainhurst. Bathed in pools of their blood, and forever steeped in their ire. Transform to release the power of the wheel and manifest their lingering rage in a show of utter brilliance.",
ItemName,,Long Bow,"A standard bow used by hunters.Equip Arrows to use. Equip up to two types of arrows to give yourself immediate options in battle.Use arrows to hit enemies from afar to gain the upper hand by drawing first blood.",
ItemName,,Longbow,Large bow. Projectile weapon for experienced hunters. Equip arrows to use.,
ItemName,,Longhaft Axe,"Large iron axe with a long handle. Weapon of the maltreated Misbegotten.

Making use of the force generated by its length, this weapon's resentment-charged blows are difficult to stop.",
ItemName,,Longsword,"Widely-used standard straight sword only matched in ubiquity by the shortsword An accessible sword which inflicts consistent regular damage and high slash damage, making it applicable to a variety of situations.",
ItemName,,Longsword,"Standard straight sword.This straight sword is sufficient in most respects, and effective in most situations if wielded properly. Those who aspire to master the sword are certain to wield this at some point during their journey.",
ItemName,,Lordsworn's Greatsword,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army.

Through blackened and damaged by years of use, it appears to have otherwise been kept in a serviceable condition, despite the soldiers having long since lost their minds.",
ItemName,,Lordsworn's Straight Sword,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army.

Though blackened and damaged by years of use, it appears to have otherwise been kept in a servicable condition, despite the soldiers having long since lost their minds.",
ItemName,,Loretta's War Sickle,"Intricately crafted silver war sickle wielded by Loretta, Knight of the Haligtree.
Originally given for service as a personal guard to Carian royalty, the weapon's blue glintstone has been replaced with unalloyed gold.",
ItemName,,Lorian's Greatsword,"Ultra greatsword of Lorian, Prince Lothric's older brother. Cast in smoldering molten steel, and stained black. Before Lorian embraced his brother's curse, he was a knight who single handedly slayed the demon prince, but the victory eternally scorched his sword with flame.Skill: Flame of LorianLunge forward to transform smolder into flame, and follow with strong attack to launch flame across ground.",
ItemName,,Lost Sinner's Sword,"An ultra greatsword forged from the soul of the Lost Sinner.Its blade saps the life of its wielder.The true nature of this sword is unknown, even to the Lost Sinner herself.Those who choose this sword will share the burden of the Lost Sinner's misdeeds.",
ItemName,,Lothric Knight Greatsword,"Ultra greatsword of the venerable knights of Lothric. Imbued with the strength of lightning, the trademark of dragon hunting.Very few have demonstrated the extreme strength and dexterity required for this weapon, even in the long history of the Lothric Knights.",
ItemName,,Lothric Knight Long Spear,"Long spear wielded by the proud Lothric Knights. Designed for long-range thrusting. Lothric spear knights are known for their steadfastness, and this spear boosts the poise of its wielder.Skill: Charge Hold spear at waist and charge at foe. Use strong attack while charging to extend the length of the charge",
ItemName,,Lothric Knight Sword,"A well-crafted straight sword designed for thrusting attacks, wielded by the venerable Knights of Lothric.The Knights of Lothric, with their drakes, once crushed anything that threatened their shores. Of course, that was a long, long time ago.",
ItemName,,Lothric War Banner,"The flagpole that once carried the Lothric crest, and guided the knights long ago.The tip of the pole is fitted with a sharply pointed decoration, letting it serve as a spear.Skill: Lothric War BannerWave the flagpole high in the air, like the days of yore, summoning an ethereal war banner that invigorates the attack of those who gather under it.",
ItemName,,Lothric's Holy Sword,"Prince Lothric's straight sword, blessed by Emma with potent magic. Young Lothric was meant to be a champion, and was expected to wield this platinum sword, but some things will remain distant dreams forever.",
ItemName,,Lucerne,Halberd with a large hard beak-like protrusion. Inflicts thrust damage. Instead of thrusting like a spear the wielder of the Lucerne aims to club the head with its hard beak.,
ItemName,,Ludwig's Holy Blade,"A trick weapon typically used by Healing Church hunters. It is said that the silver sword was employed by Ludwig, the first hunter of the church. When transformed, it combines with its sheath to form a greatsword. It exhibits several departures from the workshop's design, suggesting that the Church anticipated much larger inhuman beasts.",
ItemName,,Lusat's Glintstone Staff,"Staff of the primeval glintstone sorcerer Lusat. Only those who
have glimpsed what lies beyond the wisdom of stone may wield it.

Enhances power of all sorceries, but consumes additional FP.",
ItemName,,Mace,Iron hammer with a protrusive pommel. This simple bladeless strike weapon is effective against most foes and can break the guard of a shield. However one miss leaves one wide open,
ItemName,,Mace of the Insolent,"the mace of formerly high-ranking clerics. It is combined with a sacred chime, and can cast miracles and hexes with strong attack. The clerics held venerated positions once, but now, their souls wander aimlessly in the depths of a murky darkness.",
ItemName,,Magma Blade,"Curved sword with a blade fashioned from the lava of Mt. Gelmir.
An armament of the man-serpents, impossible for a human to have made.

Deals fire damage.",
ItemName,,Magma Whip Candlestick,"This ritual implement is a three pronged candlestick with solid
flames formed of the magma of Mt. Gelmir.

When wielded as a weapon, the flames become supple whips of
lava.",
ItemName,,Mail Breaker,"Standard small thrusting sword. Unsharpened but pointed solid shaft can pierce tough armour Can be thrust using the weight of one's body, and is very effective for critical attacks.",
ItemName,,Mail Breaker,"A slightly stubby thrusting sword. Has a sharp, sturdy blade designed for thrusting. The Mail Breaker has limited reach, but a powerful critical attack. Effective against foes donning thick armor or with naturally hard skin.",
ItemName,,Mail Breaker,"A small sword made for thrusting attacks.This hard, edgeless sword can pierce through tough armor, and boasts a deadly critical attack.",
ItemName,,Majestic Greatsword,"An ancient greatsword of unknown origin.This sword was passed down through generations, until it reached Gordin, wandering knight of Forossa, and was lost upon his death.Uncannily, every last one of the prominent swordsmen who inherited this weapon was left-handed.",
ItemName,,Malformed Claws,"One of the malformed weapons developed in Aldia. Appears to be a crustacean pincer, but its precise origins are unclear.The peculiar figure known as Lord Aldia attempted to uncover the secrets of life itself, and viewed the Undead as a key to this mystery",
ItemName,,Malformed Shell,"One of the malformed weapons developed in Aldia.Swung like a great hammer. Appears to be a fragmentof a giant shell, but its precise origins are unknown.The peculiar figure known as Lord Aldia attempted touncover the secrets of life itself, and viewed the Undeadas a key to this mystery.",
ItemName,,Maliketh's Black Blade,"Maliketh's black blade which once harbored the power of the
Rune of Death. A sad shadow of its former glory.

After a fragment of Death was stolen on that fateful night,
Maliketh bound the blade within his own flesh, such that none
might ever rob Death again.",
ItemName,,Man Serpent Hatchet,"Hatchet of the serpent men guarding Archdragon Peak. Has a unique, curved blade that can sneak past shields.Skill: WarcryLet out a spirited warcry that temporarily boosts attack, and pierce through shields to inflict direct damage.",
ItemName,,Man-Grub's Staff,"Staff of the man-grubs who guard Rosaria’s Bed Chamber. Their holy symbol is formed at the tip. Wielder’s luck strengthens effects of sorceries.The man-grubs have clearly been reborn, but as what?",
ItemName,,Man-Serpent greatsword,This single-bladed blood-stained greatsword is the choice weapon of the slithering serpent men of Sen's Fortress. An ordinary human will have great difficulty swinging this heavy beast effectively.,
ItemName,,Manikin Claws,"Claws used by the manikins of Harvest Valley. The peculiar art of puppetry is a vestige of the two lost lands.The Queen, entranced by poison, used it to beckon unknowing souls to the defiled valley.",
ItemName,,Manikin Knife,"Knife of the manikins of Harvest Valley.The peculiar art of puppetry is a vestige of the two lost lands. The Queen, entranced by poison, used it to beckon unknowing souls to the defiled valley",
ItemName,,Manikin Sabre,"Small curved sword of the manikins of Harvest Valley.The peculiar art of puppetry is a vestige of the two lost lands. The Queen, entranced by poison, used it to beckon unknowing souls to the defiled valley.",
ItemName,,Manslayer,"A katana with a terribly worn blade. Appears useless, but is in fact coated with deadly poison.This sword has claimed countless victims, and the bloodstains upon it's blade have turned to poison.",
ItemName,,Mantis Blade,"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers. 

The blade is thin and sharp, and strong attack unleashes a far-reaching slash.",
ItemName,,Manus Catalyst,"A sorcery catalyst born from the soul of Manus, Father of the Abyss. A rough, old wooden catalyst large enough to be used as a strike weapon. Similar to the Tin Crystallization Catalyst, it boosts the strength of sorceries, but limits the number of castings.",
ItemName,,Marais Executioner's Sword,"Storied sword of House Marais, the family of executioners who presided over the Shaded Castle. One of the legendary armaments.
Elemer of the Briar, the Bell Bearing Hunter, snatched the sword from the site of his looming execution, and furnished it with battle skills from his home of Eochaid..",
ItemName,,Marika's Hammer,"Stone hammer made in the lands of the Numen, outside the Lands Between. The tool with which Queen Marika shattered the Elden Ring and Radagon attempted to repair it.

The hammer partially broke upon shattering the Ring, becoming splintered with rune fragments.",
ItemName,,Mastodon Greatsword,"Greatsword of the Primal Knights that defend Drangleic Castle.The brutish and mighty Primal Knights wield this sword like a feather-light twig, but to the ordinary warrior it is a chore to even hold up, owing to its great weight.Terrible experiments were said to have taken place in a hidden manor in Drangleic. The mastermind presiding over the deeds was known as Lord Aldia.",
ItemName,,Mastodon Halberd,"Halberd of the Primal Knights that defend Drangleic castle.The brutish and might Primal Knights wield this halberd like a feather-light twig, but to the ordinary warrior it is a chore to even hold up, owing to its great weight.Terrible experiments were said to have taken place in a hidden manor in Drangleic. The mastermind presiding over the deeds was thought to be Lord Aldia.",
ItemName,,Melu Scimitar,"Scimitar of Laddersmith Gilligan.Nothing notable about this weapon, except perhaps the luxurious jewels embedded in the hilt. If your aim is to appear dazzling on the battlefield, this might just do the trick.",
ItemName,,Mendicant's Staff,"A staff with a small bowl attached to the tip, similar to a mendicant's crook. Absorb additional souls from fallen foes.The staff's history is unclear. It may be a relic of an ancient serpent's greed, or a ritual artifact used to summon souls.",
ItemName,,Metal hammer of Andre of Astora,blacksmith at the Old Church. Can be used as a strike weapon but better left in the hands of its talented owner.,
ItemName,,Meteoric Ore Blade,"Katana forged from meteoric ore to dispatch lifeforms born of falling stars.
Deals magic damage.

The blade is weighty, known to deliver slashes of such ferocity that the impact is said to resemble the crash of a falling meteor.",
ItemName,,Meteorite Staff ,"Staff embedded with a dark purple glintstone, said to be the fragment of a meteorite. Boasts high sorcery scaling and boosts gravity sorceries as well.
However, this staff cannot be strengthened in any way.",
ItemName,,Millwood Battle Axe,"Battle axe wielded by Millwood Knights. Its blade is blessed by the symbol of the Ethereal OakA hefty axe normally wielded by the mightiest of warriors.Skill: WarcryThe unique warcry of the Millwood Knights entailed a leap straight toward the enemy and a fearsome roar.",
ItemName,,Millwood Greatbow,"Greatbow crafted with black oak and wielded by Millwood Knights. Only specialized great arrows can be fired from the bow.It is said that the Millwood Knights used these to face their sworn enemy, the Abyss Dragon.Skill: Pierce EarthFire a greatarrow with a burst of strength and a prayer that violently shakes its target and explodes on impact.",
ItemName,,Miquellan Knight's Sword,"Sword forged by servants of Miquella of the Haligtree, with a design modeled after those carried by Carian knights. Instead of glintstone however, amber from the Haligtree is embedded in the blade.
A sumptuous piece, yet it has never been offered to any knight — an ill-starred sword with no master. Skill: Sacred Blade",
ItemName,,Mirrah Greatsword,"Greatsword issued to the proud knights of Mirrah's official order. This one was wielded by Lucatiel.This greatsword demands advanced skill in a rare and unique sword technique.A tiny message is inscribed on the blade, a promise to someone special.",
ItemName,,Misbegotten Shortbow,"Shortbow wielded by Winged Misbegotten. Fine fur clings to it.

Designed to inflict additional damage by sacrificing range.",
ItemName,,Miséricorde,"Dagger favored by military physicians in white. 
The pointed blade is hard and sharp, making critical hits especially potent. 

Medicine is mercy. and mercy upon the battlefield is ruthless. Beware the killers clothes as men of compassion",
ItemName,,Mohgwyn's Sacred Spear,"Trident of Mohg, Lord of Blood. A sacred spear that will come to symbolize his dynasty.
As well as serving as a weapon, it is an instrument of communion with an outer god who bestows power upon accursed blood.

The mother of truth desires a wound.",
ItemName,,Monastery Scimitar,"Crafted at the Lindelt Monastery to replicate an ancient, sacred scimitar characterized by its uniquely shaped tip.When a true master wields this scimitar, their graceful chained attacks are described as mystical dances, and their deadly slashes as lingering nightmares.",
ItemName,,Monk's Flamemace,"Great hammer made to resemble flickering flames. Signature weapon of the Fire Monks, who hail from the Mountaintops of the Giants. 

The unique strong attack rouses fiery combative spirit.",
ItemName,,Moonlight Butterfly Horn,Weapon born from the mystical creature of the Darkroot Garden the Moonlight Butterfly. The horns of the butterfly a being created by Seath are imbued with a pure magic power.,
ItemName,,Moonlight Greatsword,"The blade of this greatsword shines like the brilliant rays of the moon.In the oldest legends, rarely spoken of today, it is said that the sword was born of a great white being.The strong attack unleashes its strength, launching a wave of moonlight.",
ItemName,,Moonlight Greatsword,"Legendary dragon weapon associated with Seath the paledrake.Charge strong attack to its limit to unleash moonlight wave.Oceiros, the Consumed King, was infatuated with the search for moonlight, but in the end, it never revealed itself to him.Skill: Moonlight VortexDraw sword back and thrust to unleash torrential moonlight. .",
ItemName,,Moonveil,"Katana forged of glintstone.
Masterpiece of a Sellian swordsmith. 

Light enwreathes the blade when sheathed, explaining its Moonveil moniker.",
ItemName,,Morne's Great Hammer,"Greathammer bestowed upon Carim Knights who demonstrate outstanding strength and unwavering faith. Decorated by a ward of Carim Temple, and imbued with the twisted rage of Apostle Morne.Skill: Morne's RageStick weapon into earth and emit a powerful shockwave. Also, similar to Perseverance, temporarily boosts poise and reduces damage received.",
ItemName,,Morning Star,Hammer with a sharp spike on its pommel. One of the more barbaric cleric weapons. Uniquely this hammer inflicts thrust damage and causes bleeding,
ItemName,,Morning Star,"Warhammer comprised of a globe attached to a handle. Though a bludgeon dealing strike damage, the appellative star covered. in spikes which cause blood loss.

Ironic given its grace name, this weapon often reeks of blood.",
ItemName,,Murakumo,"Giant curved sword forged using special methods in an Eastern Land. This unparalleled weapon cuts like a Katana but is heavier than a Nata machete. Requires extreme strength, dexterity, and stamina to wield.",
ItemName,,Murakumo,"A curved greatsword said to have been brought to this land by a foreign warrior.Hold with both hands to make parrying possible.The exquisitely crafted wide blade makes deadly use of both its weight and smooth slicing action.A tough training regimen is required to master this sword.",
ItemName,,Murakumo,"The curved greatsword of Alva, Seeker of the Spurned, specially forged in an eastern land. Sharp but heavy, this sword requires extreme strength and dexterity to wield.The search for the spurned had no end, and so the wayfaring knight warmed to a most deformed weapon.",
ItemName,,Murky Hand Scythe,"A short-shafted hand scythe wielded by the murkmen who rise from the depths.Enveloped by a black dampness, and imbued with the strength of dark",
ItemName,,Murky Longstaff,"The long-handled staff wielded by the murkmen who rise from the depths.Slathered with a black murkiness, and fit for dark sorceries.Skill: Chant from the DepthsWorks with staff equipped in left or right hand. Briefly boosts the strength of dark sorceries.",
ItemName,,Mytha's Bent Blade,"Dagger forged from the soul of Mytha, the Baneful Queen. Coated with a potent poison.Mytha was the fairest queen in the land, until something unhinged her. Was it the poison found deep within the earth, or the passion that consumed her heart?",
ItemName,,Nagakiba,"Katana with a ferociously long blade.
Signature weapon of Yura, hunter of Bloody Fingers.

Reminiscent of a reinforced spear, its imposing length can be put to good use with powerful thrusting attacks.",
ItemName,,Nightrider Flail,"A flail with two additional bludgeoning heads.  
Weapon of the Night's Cavalry who ride funeral steeds.

The large spikes make it highly effective at inducing blood loss, but also demand higher dexterity to wield.",
ItemName,,Nightrider Glaive,"A jet-black glaive with a blade as weighty as a bludgeon. Weapon of the Night's Cavalry who ride funeral seeds. 

This glaive excels at weighty slash attacks that crash into foes, making it a powerful weapon even on horse back.",
ItemName,,Noble's Estoc,"Estoc carried by wandering nobles. Made to be easy to wield. 

Daubed with gold from tip to tail, it should fetch a good sum. ",
ItemName,,Noble's Slender Sword,"Narrow blade carried by wandering nobles.
Made to be easy to wield.

Daubed with gold from tip to tail, it should fetch a good sum.",
ItemName,,Notched Whip,"Notched Whip with sharp spikes. Only slightly effective against armor and tough scales, but quite formidable against enemies with exposed skin. Also causes heavy bleeding.",
ItemName,,Notched Whip,"A whip covered in spikes.Shreds skin and causes bleeding. Very effective against bare flesh, but not against enemies with armor or like protection.",
ItemName,,Nox Flowing Hammer,"Mace shaped like a suspended metal droplet wielded by monks of the Eternal City.

Forged from liquid metal from a Silver Tear, it is thoroughly tempered until hardened.",
ItemName,,Nox Flowing Sword,"A grim weapon wielded by swordsmen of the Eternal City, this
shotel has a blade as fine as a needle.

Forged from the liquid metal of a Silver Tear, it is thoroughly
tempered until hardened",
ItemName,,Obsidian Greatsword,This greatsword one of the rare dragon weapons is formed by the tail of the one-eyed black dragon Kalameet the last of the ancient dragons. The mystical power of its obsidian blade will be released when held with both hands,
ItemName,,Old King's Great Hammer,"Great Hammer of the Old Demon King.This weapon has survived since old Izalith, and is imbued with remnants of the Chaos Flame.",
ItemName,,Old Knight Greatsword,"An old undated greatsword.Wielded by a warrior from a time so ancient that there exists no record of his endeavors.Has extremely low durability.Sometimes, just as a thing falls to pieces, it unleashes its last flash of great power...",
ItemName,,Old Knight Hammer,"An undated great hammer.Wielded by a warrior from a time so ancient that there exists no record of his endeavors.Has extremely low durabilitySometimes, just as a thing falls to pieces, it unleashes its last flash of great power...",
ItemName,,Old Knight Pike,An undated pike. Wielded by a warrior from a time so ancient that there exists no record of his endeavors. Has extremely low durability,
ItemName,,Old Knight Ultra Greatsword,An undated ultra greatsword. Wielded by a warrior from a time so ancient that there exists no record of his endeavors. Has extremely low durability.,
ItemName,,Old Whip,"A leather whip that has seen plenty of use.It appears no different than an ordinary whip, but is charmed by an ancient blessing that boosts damage inflicted on Hollows.The blessing is likely the work of a cleric, but whether the spell is good or evil is unclear.",
ItemName,,Old Wolf Curved Sword,"Curved sword bearing the soul of the old wolf that stays with the Watchdogs of Farron.This sword, like a wolf on the prowl, boosts attack and restores HP with each consecutive hit.Skill: Wolf LeapSlice into foes with a large spinning motion, then leap out of harm's way and follow through with a strong attack.",
ItemName,,Olenford's Staff,"Staff of Olenford the sorcerer.A catalyst for sorceries and hexes.Olenford, revered as the father of sorcery in Melfia, sought knowledge that surpassed mankind's ken, and so ventured into the Undead Crypt, and did away with his humanity. Scholar of the First Sin added:Some hold the theory that Melfian sorceries and pyromancies originated within the boundaries of Drangleic, in ages past.",
ItemName,,Onikiri and Ubadachi,"The hunters known as the King's Black Hands wielded paired weapons. These belonged to Kamui, who looked after the prince.Kamui brought Onikiri with him to the Undead Settlement, where he forged Ubadachi, and was finally prepared to join the ranks of the royal hunters.Skill: OnislayerLeap forward and slash mercilessly with both blades, cutting open foes",
ItemName,,Onislayer Greatbow,"A unique greatbow handed down in an eastern land, where tales are told of its use in slaying giant horned oni.Drawing a bow of this size takes time, and leaves the user vulnerable. Only specialized great arrows can be fired from the bow.",
ItemName,,Onyx Blade,"Elfriede, the eldest amongst her sisters and leader of the Sable Church, bestowed this sword to her knight. Only, the sword was a farewell gift, and acceptance signified the knight's resignation from Elfriede's service.Skill: Elfriede's BlackflameEnwreath blade with blackflame, born of the similarly-hued flame that smolders within her.",
ItemName,,Oolacile Catalyst,"Sorcery catalyst of the lost land of Oolacile. Formed by enchanted whitebark branches. Boosts sorcery adjustment, but lost land sorceries are not offensive, and attacks are not affected by intelligence.",
ItemName,,Oolacile Ivory Catalyst,"Sorcery catalyst of lost land of Oolacile. Formed by enchanted whitebark branches. The whitebark boosts sorcery adjustment, but the sorceries of this lost land are gentle and not affected by intelligence.",
ItemName,,Ordovis's Greatsword,"Greatsword of Ordovis, one of the two honored as foremost
among the Crucible Knights.

This sword is imbued with an ancient holy essence.
Its red tint exemplifies the nature of primordial gold, said to be
close in nature to life itself.",
ItemName,,Ornamental Straight Sword,"Slender straight sword patterned after an antique ornament.
Superior swordsmen prefer to wield one in each hand.

After falling from grace, the dregs of the golden lineage sought power and purpose in the past.",
ItemName,,Painting Guardian Sword,"Curved sword of Anor Londo painting guards. Unique shape with flat tip. The guardians, who strike down those who dare threaten the paintings, attack in a continuous, circular dancing motion, a technique passed down through generations.",
