Prompt,Completion
Generate ESB ItemName:,Shriving Stone
Generate ESB ItemName:,Siegbräu
Generate ESB ItemName:,Silver Talisman
Generate ESB ItemName:,Simple Gem
Generate ESB ItemName:,Skeptic's Spice
Generate ESB ItemName:,Small Blue Burr
Generate ESB ItemName:,Small Smooth & Silky Stone
Generate ESB ItemName:,Smelter Wedge
Generate ESB ItemName:,Smooth & Silky Stone
Generate ESB ItemName:,Sniper Bolt
Generate ESB ItemName:,Soul Vessel
Generate ESB ItemName:,Splintering Bolt
Generate ESB ItemName:,Stalk Dung Pie
Generate ESB ItemName:,Standard Arrow
Generate ESB ItemName:,Standard Bolt
Generate ESB ItemName:,Sublime Bone Dust
Generate ESB ItemName:,Throwing Knife
Generate ESB ItemName:,Titanite Chunk
Generate ESB ItemName:,Titanite Scale
Generate ESB ItemName:,Transient Curse
Generate ESB ItemName:,Transposing Kiln
Generate ESB ItemName:,Triclops Snake Troches
Generate ESB ItemName:,Twilight Herb
Generate ESB ItemName:,Twin Humanities
Generate ESB ItemName:,Twinkling Titanite
Generate ESB ItemName:,Undead Hunter Charm
Generate ESB ItemName:,Very Large Ember
Generate ESB ItemName:,Wilted Dusk Herb
Generate ESB ItemName:,Witching Urn
Generate ESB ItemName:,Wood Bolt
Generate ESB ItemName:,Wooden Arrow
Generate ESB ItemName:,Young White Branch
Generate ESB ItemName:,A Call Beyond
Generate ESB ItemName:,Abyss Seal
Generate ESB ItemName:,Accursed Brew
Generate ESB ItemName:,Agape Ring
Generate ESB ItemName:,Aged Feather
Generate ESB ItemName:,Aldrich's Ruby
Generate ESB ItemName:,Aldrich's Sapphire
Generate ESB ItemName:,Ancient Dragon Seal
Generate ESB ItemName:,Anti-Clockwise Metamorphosis
Generate ESB ItemName:,Antidote
Generate ESB ItemName:,Arcane Haze
Generate ESB ItemName:,Arcane Lake Rune
Generate ESB ItemName:,Armor Smithbox
Generate ESB ItemName:,Ash Knuckle Ring
Generate ESB ItemName:,Ashen Estus Ring
Generate ESB ItemName:,Astral Clocktower Key
Generate ESB ItemName:,Augur of Ebrietas
Generate ESB ItemName:,Avolina's Doll
Generate ESB ItemName:,Balcony Key
Generate ESB ItemName:,Balder Shield
Generate ESB ItemName:,Baneful Bird Ring
Generate ESB ItemName:,Basin of Vows
Generate ESB ItemName:,Bastard of Loran
Generate ESB ItemName:,Beast Blood Pellet
Generate ESB ItemName:,Beast Roar
Generate ESB ItemName:,Beast Rune
Generate ESB ItemName:,Beast's Embrace Rune
Generate ESB ItemName:,Beasthunter's Damp Blood Gem
Generate ESB ItemName:,Bellowing Dragoncrest Ring
Generate ESB ItemName:,Binoculars
Generate ESB ItemName:,Black Eye Orb
Generate ESB ItemName:,Black Iron Greatshield
Generate ESB ItemName:,Black Knight Shield
Generate ESB ItemName:,Blacksky Eye
Generate ESB ItemName:,Blood Dreg
Generate ESB ItemName:,Blood Gem Workshop
Generate ESB ItemName:,Blood Gem Workshop Tool
Generate ESB ItemName:,Blood Of Adella
Generate ESB ItemName:,Blood of Arianna
Generate ESB ItemName:,Blood of the Soul
Generate ESB ItemName:,Blood Rapture Rune
Generate ESB ItemName:,Blood Stone Shard
Generate ESB ItemName:,Blood Vial
Generate ESB ItemName:,Bloodbite Ring
Generate ESB ItemName:,Bloodshield
Generate ESB ItemName:,Bloodshot Eyeball
Generate ESB ItemName:,Blooming Coldblood Flower
Generate ESB ItemName:,Blue Elixir
Generate ESB ItemName:,Blue Seal
Generate ESB ItemName:,Blue Tearstone Ring
Generate ESB ItemName:,Bold Hunter's Mark
Generate ESB ItemName:,Bolt Paper
Generate ESB ItemName:,Bone Marrow Ash
Generate ESB ItemName:,Bonewheel Shield
Generate ESB ItemName:,Book of the Guilty
Generate ESB ItemName:,Bottomless Box
Generate ESB ItemName:,Bracing Knuckle Ring
Generate ESB ItemName:,Braille Divine Tome of Carim
Generate ESB ItemName:,Braille Divine Tome of Lothric
Generate ESB ItemName:,Broken Trinket
Generate ESB ItemName:,Buckler
Generate ESB ItemName:,Caduceus Kite Shield
Generate ESB ItemName:,Caduceus Round Shield
Generate ESB ItemName:,Cainhurst Badge
Generate ESB ItemName:,Cainhurst Summons
Generate ESB ItemName:,Calamity Ring
Generate ESB ItemName:,Carthus Bloodring
Generate ESB ItemName:,Carthus Milkring
Generate ESB ItemName:,Carthus Pyromancy Tome
Generate ESB ItemName:,Cat Covenant Ring
Generate ESB ItemName:,Celestial Dial
Generate ESB ItemName:,Chillbite Ring
Generate ESB ItemName:,Chloranthy Ring
Generate ESB ItemName:,Choir Bell
Generate ESB ItemName:,Clawmark Rune
Generate ESB ItemName:,Cleansing Greatshield
Generate ESB ItemName:,Clear Bluestone Ring
Generate ESB ItemName:,Clear Deep Sea Rune
Generate ESB ItemName:,Clockwise Metamorphosis Rune
Generate ESB ItemName:,Cloranthy Ring
Generate ESB ItemName:,Cold Blood Gemstone
Generate ESB ItemName:,Coldblood Dew
Generate ESB ItemName:,Coldblood Flower Bulb
Generate ESB ItemName:,Coldblood Flowerbud
Generate ESB ItemName:,Communion Rune
Generate ESB ItemName:,Copper Coin
Generate ESB ItemName:,Corruption Rune
Generate ESB ItemName:,Cosmic Eye Watcher Badge
Generate ESB ItemName:,Covenant of Artorias
Generate ESB ItemName:,Covetous Gold Serpent Ring
Generate ESB ItemName:,Covetous Silver Serpent Ring
Generate ESB ItemName:,Cracked Round Shield
Generate ESB ItemName:,Crest of Blood
Generate ESB ItemName:,Crest of the Rat
Generate ESB ItemName:,Crest Shield
Generate ESB ItemName:,Crow Hunter
Generate ESB ItemName:,Crystal Ring Shield
Generate ESB ItemName:,Crystal Scroll
Generate ESB ItemName:,Crystal Shield
Generate ESB ItemName:,Cursebite Ring
Generate ESB ItemName:,Cursed Fire Blood Gemstone
Generate ESB ItemName:,Cursed Tempering Blood Gemstone
Generate ESB ItemName:,Dark Clutch Ring
Generate ESB ItemName:,Dark Quartz Ring
Generate ESB ItemName:,Dark Sigil
Generate ESB ItemName:,Dark Wood Grain Ring
Generate ESB ItemName:,Darkmoon Blade Covenant Ring
Generate ESB ItemName:,Darkmoon Ring
Generate ESB ItemName:,Darkmoon Seance Ring
Generate ESB ItemName:,Darksign
Generate ESB ItemName:,Deep Braille Divine Tome
Generate ESB ItemName:,Deep Ring
Generate ESB ItemName:,Deep Sea Rune
Generate ESB ItemName:,Delayed Molotov
Generate ESB ItemName:,Delayed Rope Molotov
Generate ESB ItemName:,Delicate String
Generate ESB ItemName:,Dexterity Ring
Generate ESB ItemName:,Dirty Damp Blood Gem
Generate ESB ItemName:,Diry Blood Gemstone
Generate ESB ItemName:,Dispelling Ring
Generate ESB ItemName:,Dissipating Lake Rune
Generate ESB ItemName:,Dragon Crest Shield
Generate ESB ItemName:,Dragon Eye
Generate ESB ItemName:,Dragon Head Stone
Generate ESB ItemName:,Dragon Ring
Generate ESB ItemName:,Dragon Torso Stone
Generate ESB ItemName:,Dragonscale Ring
Generate ESB ItemName:,Dried Clathrus Archeri
Generate ESB ItemName:,Dried Finger
Generate ESB ItemName:,Dusk Crown Ring
Generate ESB ItemName:,Eagle Shield
Generate ESB ItemName:,East Wood Grain Ring
Generate ESB ItemName:,East-West Shield
Generate ESB ItemName:,Effigy Shield
Generate ESB ItemName:,Empty Phantasm Shell
Generate ESB ItemName:,Estus Ring
Generate ESB ItemName:,Executioner's Gloves
Generate ESB ItemName:,Eye Of Death
Generate ESB ItemName:,Eye Pendant
Generate ESB ItemName:,Eye Rune
Generate ESB ItemName:,Eyes of a Fire Keeper
Generate ESB ItemName:,Fading Lake Rune
Generate ESB ItemName:,Fire Paper
Generate ESB ItemName:,Firing Hammer Badge
Generate ESB ItemName:,Flame Quartz Ring
Generate ESB ItemName:,Flame Stoneplate Ring
Generate ESB ItemName:,Flynn's Ring
Generate ESB ItemName:,Fool's Blood Gemstone
Generate ESB ItemName:,Formless Oedon Rune
Generate ESB ItemName:,Frenzied Coldblood
Generate ESB ItemName:,Gargoyle's Shield
Generate ESB ItemName:,Giant Shield
Generate ESB ItemName:,Gold Blood Gem
Generate ESB ItemName:,Gold Coin
Generate ESB ItemName:,Gold Pendant
Generate ESB ItemName:,Golden Scroll
Generate ESB ItemName:,Gower's Ring of Protection
Generate ESB ItemName:,Grass Crest Shield
Generate ESB ItemName:,Grave Warden Pyromancy Tome
Generate ESB ItemName:,Great Deep Sea Rune
Generate ESB ItemName:,Great One Coldblood
Generate ESB ItemName:,Great One's Wisdom
Generate ESB ItemName:,Great Swamp Pyromancy Tome
Generate ESB ItemName:,Great Swamp Ring
Generate ESB ItemName:,Greatshield of Artorias
Generate ESB ItemName:,Guardian's Seal
Generate ESB ItemName:,Guidance Rune
Generate ESB ItemName:,Hand Lantern
Generate ESB ItemName:,Havel's Greatshield
Generate ESB ItemName:,Havel's Ring
Generate ESB ItemName:,Hawk Ring
Generate ESB ItemName:,Hawkwood's Swordgrass
Generate ESB ItemName:,Heater Shield
Generate ESB ItemName:,Heir Rune
Generate ESB ItemName:,Hollow Soldier Shield
Generate ESB ItemName:,Hornet Ring
Generate ESB ItemName:,Horsehoof Ring
Generate ESB ItemName:,Hunter Chief Emblem
Generate ESB ItemName:,Hunter Rune
Generate ESB ItemName:,Hunter's Ring
Generate ESB ItemName:,Illusory Ring of a Conqueror
Generate ESB ItemName:,Illusory Ring of the Exalted
Generate ESB ItemName:,Illusory Ring of the Vengeful
Generate ESB ItemName:,Impurity Rune
Generate ESB ItemName:,Indictment
Generate ESB ItemName:,Inflicted Organ
Generate ESB ItemName:,Iosefka's Blood Vial
Generate ESB ItemName:,Iron Door Key
Generate ESB ItemName:,Iron Round Shield
Generate ESB ItemName:,Ivory Warrior Ring
Generate ESB ItemName:,Izalith Pyromancy Tome
Generate ESB ItemName:,Key to the cell below the Grand Cathedral.
Generate ESB ItemName:,Key to the inner chamber of the cell below the Grand Cathedral.
Generate ESB ItemName:,Kin Coldblood
Generate ESB ItemName:,King's Ring
Generate ESB ItemName:,Knight Shield
Generate ESB ItemName:,Knight Slayer's Ring
Generate ESB ItemName:,Knight's Ring
Generate ESB ItemName:,Lake Rune
Generate ESB ItemName:,Large Blood Stone Shard
Generate ESB ItemName:,Large Leather Shield
Generate ESB ItemName:,Laurence's Skull
Generate ESB ItemName:,Lead Elixir
Generate ESB ItemName:,Leather Shield
Generate ESB ItemName:,Lecture Theatre Key
Generate ESB ItemName:,Left Eye
Generate ESB ItemName:,Leo Ring
Generate ESB ItemName:,Life Ring
Generate ESB ItemName:,Lightning Clutch Ring
Generate ESB ItemName:,Lingering Dragoncrest Ring
Generate ESB ItemName:,Living String
Generate ESB ItemName:,Lloyd's Shield Ring
Generate ESB ItemName:,Lloyd's Sword Ring
Generate ESB ItemName:,Logan's Scroll
Generate ESB ItemName:,Londor Braille Divine Tome
Generate ESB ItemName:,Lordvessel
Generate ESB ItemName:,Loretta's Bone
Generate ESB ItemName:,Lunarium Key
Generate ESB ItemName:,Madaras Whistle
Generate ESB ItemName:,Madman's Knowledge
Generate ESB ItemName:,Master Key
Generate ESB ItemName:,Messenger's Gift
Generate ESB ItemName:,Milkweed Rune
Generate ESB ItemName:,Monocular
Generate ESB ItemName:,Moon Rune
Generate ESB ItemName:,Morne's Ring
Generate ESB ItemName:,Murky Blood Gemstone
Generate ESB ItemName:,Name-engraved Ring
Generate ESB ItemName:,Northern Ritual Band
Generate ESB ItemName:,Notebook
Generate ESB ItemName:,Obscuring Ring
Generate ESB ItemName:,Oedon Tomb Key
Generate ESB ItemName:,Oedon Writhe Rune
Generate ESB ItemName:,Old Hunter Badge
Generate ESB ItemName:,Old Hunter Bell
Generate ESB ItemName:,Old Hunter Bone
Generate ESB ItemName:,Old Leo Ring
Generate ESB ItemName:,Old Sun Ring
Generate ESB ItemName:,Old Witch Ring
Generate ESB ItemName:,One Third of Umbilical Cord
Generate ESB ItemName:,Orange Charred Ring
Generate ESB ItemName:,Pearl Slug
Generate ESB ItemName:,Pendant
Generate ESB ItemName:,Petrified Egg
Generate ESB ItemName:,Pierce Shield
Generate ESB ItemName:,Plank Shield
Generate ESB ItemName:,Poisonbite Ring
Generate ESB ItemName:,Powder Keg Hunter Badge
Generate ESB ItemName:,Prisoner's Chain
Generate ESB ItemName:,Purple Coward's Crystal
Generate ESB ItemName:,Queenly Flesh
Generate ESB ItemName:,Quelana Pyromancy Tome
Generate ESB ItemName:,Quicksilver Bullets
Generate ESB ItemName:,Radiance Rune
Generate ESB ItemName:,Radiant Blood Gemstone
Generate ESB ItemName:,Radiant Sword Hunter Badge
Generate ESB ItemName:,Rare Ring of Sacrifice
Generate ESB ItemName:,Red & White Round Shield
Generate ESB ItemName:,Red Jelly
Generate ESB ItemName:,Red Jeweled Brooch
Generate ESB ItemName:,Red Tearstone Ring
Generate ESB ItemName:,Redeye Ring
Generate ESB ItemName:,Repairbox
Generate ESB ItemName:,Reversal Ring
Generate ESB ItemName:,Right Eye
Generate ESB ItemName:,Ring of Binding
Generate ESB ItemName:,Ring of Blades
Generate ESB ItemName:,Ring of Favor
Generate ESB ItemName:,Ring of Favor and Protection
Generate ESB ItemName:,Ring of Fog
Generate ESB ItemName:,Ring of Giants
Generate ESB ItemName:,Ring of Knowledge
Generate ESB ItemName:,Ring of Life Protection
Generate ESB ItemName:,Ring of Prayer
Generate ESB ItemName:,Ring of Resistance
Generate ESB ItemName:,Ring of Restoration
Generate ESB ItemName:,Ring of Sacrifice
Generate ESB ItemName:,Ring of Soul Protection
Generate ESB ItemName:,Ring of Steel Protection
Generate ESB ItemName:,Ring of the Dead
Generate ESB ItemName:,Ring of the Embedded
Generate ESB ItemName:,Ring of the Evil Eye
Generate ESB ItemName:,Ring of the Guilty
Generate ESB ItemName:,Ring of the Sun Princess
Generate ESB ItemName:,Ring of the Sun's First Born
Generate ESB ItemName:,Ring of the Sun's Firstborn
Generate ESB ItemName:,Ring of Thorns
Generate ESB ItemName:,Ring of Whispers
Generate ESB ItemName:,Rite of Kindling
Generate ESB ItemName:,Ritual Blood
Generate ESB ItemName:,Royal Soldier's Ring
Generate ESB ItemName:,Rubbish
Generate ESB ItemName:,Rune Workshop Tool
Generate ESB ItemName:,Sage Ring
Generate ESB ItemName:,Sage's Hair
Generate ESB ItemName:,Sage's Scroll
Generate ESB ItemName:,Sage's Wrist
Generate ESB ItemName:,Saint's Ring
Generate ESB ItemName:,Sanctus
Generate ESB ItemName:,Saw Hunter Badge
Generate ESB ItemName:,Scholar Ring
Generate ESB ItemName:,Sedative
Generate ESB ItemName:,Servant Roster
Generate ESB ItemName:,Shaman Bone Blade
Generate ESB ItemName:,Sharp Blood Gemstone
Generate ESB ItemName:,Shining Coins
Generate ESB ItemName:,Short Ritual Root Chalice
Generate ESB ItemName:,Silver Coin
Generate ESB ItemName:,Silver Knight Shield
Generate ESB ItemName:,Silver Pendant
Generate ESB ItemName:,Silvercat Ring
Generate ESB ItemName:,Simpleton's Ring
Generate ESB ItemName:,Skull Lantern
Generate ESB ItemName:,Skull Ring
Generate ESB ItemName:,Slumbering Dragoncrest Ring
Generate ESB ItemName:,Small Doll
Generate ESB ItemName:,Small Envoy Banner
Generate ESB ItemName:,Small Hair Ornament
Generate ESB ItemName:,Small Leather Shield
Generate ESB ItemName:,Small Lothric Banner
Generate ESB ItemName:,Sorcery Clutch Ring
Generate ESB ItemName:,Southern Ritual Band
Generate ESB ItemName:,Souvenir of Reprisal
Generate ESB ItemName:,Spark Hunter Badge
Generate ESB ItemName:,Speckled Stoneplate Ring
Generate ESB ItemName:,Spell Quartz Ring
Generate ESB ItemName:,Spell Stoneplate Ring
Generate ESB ItemName:,Spider Shield
Generate ESB ItemName:,Stone Greatshield
Generate ESB ItemName:,Stone Ring
Generate ESB ItemName:,Strength Ring
Generate ESB ItemName:,Stunning Deep Sea Rune
Generate ESB ItemName:,Sun Princess Ring
Generate ESB ItemName:,Sun Seal
Generate ESB ItemName:,Sunlight Medal
Generate ESB ItemName:,Sunlight Shield
Generate ESB ItemName:,Sword of Avowal
Generate ESB ItemName:,Target Shield
Generate ESB ItemName:,Tear Stone
Generate ESB ItemName:,Tearstone Ring
Generate ESB ItemName:,Tempering Blood Gemstone
Generate ESB ItemName:,Tempering Damp Blood Gem
Generate ESB ItemName:,Thick Coldblood
Generate ESB ItemName:,Thunder Quartz Ring
Generate ESB ItemName:,Thunder Stoneplate Ring
Generate ESB ItemName:,Tiny Being's Ring
Generate ESB ItemName:,Tiny Tonitrus
Generate ESB ItemName:,Tomb Mold
Generate ESB ItemName:,Tonsil Stone
Generate ESB ItemName:,Torch
Generate ESB ItemName:,Tower Kite Shield
Generate ESB ItemName:,Tower Shield
Generate ESB ItemName:,Unopened Summons
Generate ESB ItemName:,Untrue Dark Ring
Generate ESB ItemName:,Upper Cathedral Key
Generate ESB ItemName:,Vermin
Generate ESB ItemName:,Vileblood Register
Generate ESB ItemName:,Warrior Round Shield
Generate ESB ItemName:,Weapon Smithbox
Generate ESB ItemName:,Wheel Hunter Badge
Generate ESB ItemName:,White Ring
Generate ESB ItemName:,White Seance Ring
Generate ESB ItemName:,Witch's Ring
Generate ESB ItemName:,Wolf Ring
Generate ESB ItemName:,Wood Grain Ring
Generate ESB ItemName:,Wooden Shield
Generate ESB ItemName:,Workshop Haze Extractor
Generate ESB ItemName:,Yellow Backbone
Generate ESB ItemName:,Yharnam Stone
Generate ESB ItemName:,Yorgh's Ring
Generate ESB ItemName:,Young Grass Dew
Generate ESB CharacterName:,Griggs of Vinheim
Generate ESB CharacterName:,Blacksmith Rickert of Vinheim
Generate ESB CharacterName:,Big Hat Logan
Generate ESB CharacterName:,Laurentius of the Great Swamp
Generate ESB CharacterName:,Quelana of Izalith
Generate ESB CharacterName:,Eingyi
Generate ESB CharacterName:,Petrus of Thorolund
Generate ESB CharacterName:,Reah of Thorolund
Generate ESB CharacterName:,Dusk of Oolacile
Generate ESB CharacterName:,"Ingward, the Guardian of the Seal"
Generate ESB CharacterName:,Anastacia of Astora
Generate ESB CharacterName:,Kingseeker Frampt
Generate ESB CharacterName:,Vince of Thorolund
Generate ESB CharacterName:,Nico of Thorolund
Generate ESB CharacterName:,Solaire of Astora
Generate ESB CharacterName:,Knight Lautrec
Generate ESB CharacterName:,Oswald of Carim
Generate ESB CharacterName:,Alvina of the Darkroot Wood
Generate ESB CharacterName:,Shiva of the East
Generate ESB CharacterName:,Domhnall
Generate ESB CharacterName:,Fair Lady the Daughter of Chaos
Generate ESB CharacterName:,Siegmeyer of Catarina
Generate ESB CharacterName:,Darkstalker Kaathe
Generate ESB CharacterName:,Princess Gwynevere
Generate ESB CharacterName:,Dark Sun Gwyndolin
Generate ESB CharacterName:,Crossbreed Priscilla
Generate ESB CharacterName:,Trusty Patches
Generate ESB CharacterName:,Lord's Blade Ciaran
Generate ESB CharacterName:,Elizabeth
Generate ESB CharacterName:,Hawkeye Gough
Generate ESB CharacterName:,Marvellous Chester
Generate ESB CharacterName:,Asylum Demon
Generate ESB CharacterName:,Bell Gargoyle
Generate ESB CharacterName:,Capra Demon
Generate ESB CharacterName:,Ceaseless Discharge
Generate ESB CharacterName:,Centipede Demon
Generate ESB CharacterName:,Chaos Witch Quelaag
Generate ESB CharacterName:,Demon Firesage
Generate ESB CharacterName:,Four Kings
Generate ESB CharacterName:,Gaping Dragon
Generate ESB CharacterName:,Great Grey Wolf Sif
Generate ESB CharacterName:,Gwyn Lord of Cinder
Generate ESB CharacterName:,Iron Golem
Generate ESB CharacterName:,Moonlight Butterfly
Generate ESB CharacterName:,Gravelord Nito
Generate ESB CharacterName:,Dragon Slayer Ornstein
Generate ESB CharacterName:,Executioner Smough
Generate ESB CharacterName:,Pinwheel
Generate ESB CharacterName:,Seath the Scaleless
Generate ESB CharacterName:,Stray Demon
Generate ESB CharacterName:,Taurus Demon
Generate ESB CharacterName:,The Bed of Chaos
Generate ESB CharacterName:,Strowen
Generate ESB CharacterName:,Shanalotte
Generate ESB CharacterName:,Sweet Shalquoir
Generate ESB CharacterName:,Nashandra
Generate ESB CharacterName:,Masterless Glencour
Generate ESB CharacterName:,Melinda the Butcher
Generate ESB CharacterName:,Bowman Guthry
Generate ESB CharacterName:,Rhoy the Explorer
Generate ESB CharacterName:,Weaponsmith Ornifex
Generate ESB CharacterName:,Darkdiver Grandahl
Generate ESB CharacterName:,Cromwell the Pardoner
Generate ESB CharacterName:,Grave Warden Agdayne
Generate ESB CharacterName:,Lonesome Gavlan
Generate ESB CharacterName:,Mild Mannered Pate
Generate ESB CharacterName:,Sentinel Targray
Generate ESB CharacterName:,Bell Keeper
Generate ESB CharacterName:,Royal Sorcerer Navlaan
Generate ESB CharacterName:,Benhart of Jugo
Generate ESB CharacterName:,Rosabeth of Melfia
Generate ESB CharacterName:,"Alsanna, Silent Oracle"
Generate ESB CharacterName:,Vendrick
Generate ESB CharacterName:,Milfanito
Generate ESB CharacterName:,Captain Drummond
Generate ESB CharacterName:,Magerold of Lanafir
Generate ESB CharacterName:,Titchy Gren
Generate ESB CharacterName:,Milibeth
Generate ESB CharacterName:,Dyna
Generate ESB CharacterName:,Tillo
Generate ESB CharacterName:,Chloanne
Generate ESB CharacterName:,Carhillion of the Fold
Generate ESB CharacterName:,Crestfallen Saulden
Generate ESB CharacterName:,Scorpioness Najka
Generate ESB CharacterName:,"Mytha, the Baneful Queen"
Generate ESB CharacterName:,Merciless Roenna
Generate ESB CharacterName:,Leydia Pyromancer
Generate ESB CharacterName:,Headless Vengarl
Generate ESB CharacterName:,Merchant Kalé
Generate ESB CharacterName:,Sorceress Sellen
Generate ESB CharacterName:,Nomadic Merchants
Generate ESB CharacterName:,Smithing Master Hewg
Generate ESB CharacterName:,Roderika
Generate ESB CharacterName:,Enia
Generate ESB CharacterName:,Thops
Generate ESB CharacterName:,"Miriel, Pastor of Vows"
Generate ESB CharacterName:,Isolated Merchants
Generate ESB CharacterName:,War Counselor Iji
Generate ESB CharacterName:,Sorcerer Rogier
Generate ESB CharacterName:,Boc the Seamster
Generate ESB CharacterName:,"D, Hunter of the Dead"
Generate ESB CharacterName:,Brother Corhyn
Generate ESB CharacterName:,"Gurranq, Beast Clergyman"
Generate ESB CharacterName:,Knight Bernahl
Generate ESB CharacterName:,"Pidia, Carian Servant"
Generate ESB CharacterName:,"Rennala, Queen of the Full Moon"
Generate ESB CharacterName:,Melina
Generate ESB CharacterName:,Iron Fist Alexander
Generate ESB CharacterName:,Bloody Finger Hunter Yura
Generate ESB CharacterName:,White Mask Varré
Generate ESB CharacterName:,Fia The Death bed companion
Generate ESB CharacterName:,Edgar
Generate ESB CharacterName:,Irina
Generate ESB CharacterName:,Kenneth Haight
Generate ESB CharacterName:,Queen Marika
Generate ESB CharacterName:,Diallos
Generate ESB CharacterName:,Twin Maiden Husks
Generate ESB CharacterName:,Frustrated Spirit
Generate ESB CharacterName:,Sir Gideon Ofnir the all knowing
Generate ESB CharacterName:,Warrior Nepheli Loux
Generate ESB CharacterName:,Lightseeker Hyetta
Generate ESB CharacterName:,Ranni the Witch
Generate ESB CharacterName:,Millicent
Generate ESB CharacterName:,Latenna
Generate ESB CharacterName:,Goldmask of the Golden order
Generate ESB CharacterName:,"D, Beholder of Death"
Generate ESB CharacterName:,Master Lusat
Generate ESB CharacterName:,"Annalise, Queen of the Vilebloods"
Generate ESB CharacterName:,"Arianna, Woman of the Night"
Generate ESB CharacterName:,Blood Minister
Generate ESB CharacterName:,Eileen the Crow
Generate ESB CharacterName:,Iosefka
Generate ESB CharacterName:,Gilbert
Generate ESB CharacterName:,Provost Willem
Generate ESB CharacterName:,Oedon Chapel Dweller
Generate ESB CharacterName:,"Gehrman, The First Hunter"
Generate ESB CharacterName:,Retired Hunter Djura
Generate ESB CharacterName:,"Adella, Nun of the Healing Church"
Generate ESB CharacterName:,Plain Doll
Generate ESB CharacterName:,Alfred
Generate ESB CharacterName:,Valtr
Generate ESB CharacterName:,Brador
Generate ESB CharacterName:,Old Hunter Yamamura
Generate ESB CharacterName:,Saint Adeline
Generate ESB CharacterName:,Celestial Emissary
Generate ESB CharacterName:,Darkbeast Paarl
Generate ESB CharacterName:,"Ebrietas, Daughter of the Cosmos"
Generate ESB CharacterName:,Martyr Logarius
Generate ESB CharacterName:,Father Gascoigne
Generate ESB CharacterName:,"Micolash, Host of the Nightmare"
Generate ESB CharacterName:,"Rom, the Vacuous Spider"
Generate ESB CharacterName:,Witch of Hemwick
Generate ESB CharacterName:,Vicar Amelia
Generate ESB CharacterName:,Blacksmith Andre
Generate ESB CharacterName:,Greirat of the Undead Settlement
Generate ESB CharacterName:,Siegward of Catarina
Generate ESB CharacterName:,Yoel of Londor
Generate ESB CharacterName:,Ludleth of Courland
Generate ESB CharacterName:,Hawkwood
Generate ESB CharacterName:,"Emma, High Priestess of Lothric Castle"
Generate ESB CharacterName:,Yuria of Londor
Generate ESB CharacterName:,Eygon of Carim
Generate ESB CharacterName:,Irina of Carim
Generate ESB CharacterName:,Horace the Hushed
Generate ESB CharacterName:,Leonhard
Generate ESB CharacterName:,Cornyx of the Great Swamp
Generate ESB CharacterName:,Sirris of the Sunless Realms
Generate ESB CharacterName:,Orbeck of Vinheim
Generate ESB CharacterName:,"Rosaria, Mother of Rebirth"
Generate ESB CharacterName:,Anri of Astora
Generate ESB CharacterName:,Holy Knight Hodrick
Generate ESB CharacterName:,Karla
Generate ESB CharacterName:,Archdeacon McDonnell
Generate ESB CharacterName:,Company Captain Yorshka
Generate ESB CharacterName:,Old Wolf of Farron
Generate ESB CharacterName:,Sir Vilhelm
Generate ESB CharacterName:,Sister Friede
Generate ESB CharacterName:,Slave Knight Gael
Generate ESB CharacterName:,Picklepum The Crow
Generate ESB CharacterName:,Filianore
Generate ESB CharacterName:,Shira
Generate ESB CharacterName:,Judicator Argo
Generate ESB CharacterName:,Stone-humped Hag
Generate ESB CharacterName:,High Lord Wolnir
Generate ESB CharacterName:,Iudex Gundyr
Generate ESB CharacterName:,Nameless King
Generate ESB CharacterName:,"Aldrich, Devourer of Gods"
Generate ESB CharacterName:,Crystal Sage
Generate ESB CharacterName:,Yhorm the Giant
Generate ESB CharacterName:,"Oceiros, the Consumed King"
Generate ESB CharacterName:,Darkeater Midir
Generate ESB CharacterName:,"Guthlac, High Priest of the Sun"
Generate ESB CharacterName:,"Aldwulf, Death Father of Glass"
Generate ESB CharacterName:,"Leofric, Herald of Storms"
Generate ESB CharacterName:,"Osbald, Gargantuan Warrior of Solitude"
Generate ESB CharacterName:,"Maerwynn, Divinity of the Inferno"
Generate ESB CharacterName:,Witch Eadild
Generate ESB CharacterName:,"Edoma, Corrupt High Priestess of Stone"
Generate ESB CharacterName:,"Godwyn, Eminence of Pride"
Generate ESB CharacterName:,"Aelwin, Commander of Elegance"
Generate ESB CharacterName:,Ambitious Apostle Aelfred
Generate ESB CharacterName:,Amygre'el
Generate ESB CharacterName:,Aldwyn
Generate ESB CharacterName:,"Saegyth, Paragon of Existence"
Generate ESB CharacterName:,"Osbeorn, Angry Novice of Heat"
Generate ESB CharacterName:,"Aedwen, Adamant Abbess of Nights"
Generate ESB CharacterName:,Warrior Mathilda
Generate ESB CharacterName:,"Estrith, Grand Counselor"
Generate ESB CharacterName:,Ellsbeth Lady of Steel
Generate ESB MonsterName:,Hollow Warrior
Generate ESB MonsterName:,Bat Wing Demon
Generate ESB MonsterName:,Balder Knight Archer
Generate ESB MonsterName:,Great Stone Knight
Generate ESB MonsterName:,Royal Sentinel
Generate ESB MonsterName:,Giant Skeleton Archer
Generate ESB MonsterName:,Giant Skeleton
Generate ESB MonsterName:,Skeleton
Generate ESB MonsterName:,Large Mushroom People
Generate ESB MonsterName:,Small Mushroom People
Generate ESB MonsterName:,Tree Lizard
Generate ESB MonsterName:,Stone Demon
