Prompt:,"IName:,","Completion:,",Status: Finished,IDescription:,Needed: Demon Souls (Maybe),Completed:
Prompt:,"IName:,","Completion:,",Highwayman Cloth Armor,IDescription:,"Hideously stained and ragged cloth armor.Worn by former foot soldiers who have turned to banditry.",IType:
Prompt:,"IName:,","Completion:,",Hollow Infantry Armor,IDescription:,"Armor worn by Hollowed infantry. A piece of basic, minimal equipment. Worse yet, they're worn and nearly falling apart. Not recommended unless your options are spent.",IType:
Prompt:,"IName:,","Completion:,",Hollow Soldier Armor,IDescription:,"Apparel worn by Hollow soldiers. It may be old and battered, but its iron construction makes it quite sturdy. It is wise to wear a sturdy form of head protection against arrows and other physical threats. It is so tattered that it barely serves its purpose anymore",IType:
Prompt:,"IName:,","Completion:,",Hollow Soldier Armor,IDescription:,"armor, worn by Hollowed Royal Soldiers. Appears to be crafted with quality materials, but is highly degraded and close to falling apart. Wearing this will be of little use.",IType:
Prompt:,"IName:,","Completion:,",Hollow Thief's Leather Armor,IDescription:,Leather armor worn by Hollow thieves. It stifles noise and helps its wear hide in the shadows,IType:
Prompt:,"IName:,","Completion:,",Hollow Warrior Armor,IDescription:,"Armor worn by Hollow warriors. It is made of thick leather that is tattered with age, It is wise to wear a sturdy form of protection against arrows and other physical threats.",IType:
Prompt:,"IName:,","Completion:,",Holy Robe,IDescription:,"Robe donned by men of the cloth. Though plain to the eye, its hardy fabric repels rain and keeps the body warm. Those dissatisfied with church teachings must test their faith by going on a spiritual journey. Such is the ritual self-purification of the Way of White. Topped by a Distinctive hat worn only by Way of White priests in Thorolund. It is simply meant to show their position within the hierarchy. It holds almost no meaning in the land of Lordran.",IType:
Prompt:,"IName:,","Completion:,",Hoslow's Armor,IDescription:,"Garish silver armor decorated with red embellishments. Passed down through the Hoslow family.When Juno Hoslow received an invitation to the Volcano Manor, he discreetly refused.I have already walked many a road drenched in blood, yet never would I consider myself a champion.",IType:
Prompt:,"IName:,","Completion:,",Hoslow's Helm,IDescription:,"A twin-tailed silver helm decorated with flowery adornments. Symbol of the head of the revered House of Hoslow.Juno Hoslow had a younger brother who was all talk and no trousers. His inability to commit to action was such that Juno inherited the Hoslow legacy without resistance, granting him the freedom to shower his little brother with adoration.",IType:
Prompt:,"IName:,","Completion:,",Hunter Garb,IDescription:,"One of the standard articles of hunter attire fashioned at the workshop, this one without the cape that wipes away blood. A fine piece of hunter attire that provides stable defence to anyone facing Yharnam's beastly threat. Allows one to stalk beasts unannounced, by cover of night.",IType:
Prompt:,"IName:,","Completion:,",Hunter Hat,IDescription:,"One of the standard articles of hunter attire fashioned at the workshop. A fine piece of hunter attire that provides stable defence to anyone facing Yharnam's beastly threat.Recognizable by its withered feathers, this cap is fashioned after one of the old hunters.",IType:
Prompt:,"IName:,","Completion:,",Imperious Armor,IDescription:,"Helmet/Armor/Gauntlets,Leggings worn by once-proud knights.Relics of a party who long ago attempted to conquer the Undead Crypt.For this act of conceit they will never rest in peace, and instead serve as crypt guardians.",IType:
Prompt:,"IName:,","Completion:,",Insolent Armor,IDescription:,"Armor worn by once-proud clerics. Relics of a party who long ago attempted to conquer the Undead Crypt. For this sin their deaths have been postponed, so they may serve as crypt sentries",IType:
Prompt:,"IName:,","Completion:,",Iron Kasa,IDescription:,"Iron kasa of the man who calls himself Shabriri.Crafted to imitate the woven straw hats worn in the Land of Reeds.The man, once known as Yura, kept a woman in the deepest reaches of his heart.",IType:
Prompt:,"IName:,","Completion:,",Ironclad Armor,IDescription:,"Armor worn by Ironclad Soldiers. Provides high defense, but is so heavy that it requires great strength to move. The Ironclad Soldiers were minions created by the Old Iron King, their life granted by an enchantment of souls. By now this is again an iron husk, and fit to wear. Once, the Old King could have unraveled the greater mysteries with the aid of his great soul, but he was led astray by his enormous fortune, becoming nothing more than a vulgar hedonist",IType:
Prompt:,"IName:,","Completion:,",Jailer Robe,IDescription:,"Robe worn by jailers of Irithyll Dungeon. Originally ritualistic formal wear. The jailers were among the few survivors inhabiting the Profaned Capital, later serving under Pontiff Sulyvahn. Perhaps the screams emanating from the cells help them forget their old home.",IType:
Prompt:,"IName:,","Completion:,",Jester's Robes,IDescription:,"A boldly-colored jester's cap/robe/gloves/tights. A nice bit of fun to try on...Jesters are more than festival fixtures; some have a second face, hidden from public view.",IType:
Prompt:,"IName:,","Completion:,",Juvenile Scholar Robe,IDescription:,"Robe worn by young academy scholars, the juveniles birthed anew by the amber egg of Queen Rennala, the head of Raya Lucaria Academy.Yet their rebirth is not without imperfections, and thus do they repeat the process, eventually becoming utterly dependent upon it.Rebirth is as sleep to them, and with each awakening, memory fades into oblivion.",IType:
Prompt:,"IName:,","Completion:,",Kaiden Armor,IDescription:,"Armor worn by Kaiden sellswords.These hulking, fearless mercenaries, said to hail from the mountaintops of the wintry north, are adept at fighting on horseback. Kaiden is the name of their home settlement.",IType:
Prompt:,"IName:,","Completion:,",Karla's Coat,IDescription:,"Cloak of the dark witch Karla. A pointed hat is the signature of a heretical sorceress. Karla, however always kept it close. This stained (Piece Name) is torn and odorous, telling of a long journey and even longer imprisonment. It would be madness to wear such a thing.",IType:
Prompt:,"IName:,","Completion:,",Karolos Glintstone Crown,IDescription:,"One of the glintstone crowns bestowed upon Raya Lucaria scholars whose pursuits were deemed worthy.Increases intelligence to the detriment of stamina.The Karolos Conspectus is the oldest of the academy's lineages of study, begat by the sorcerer Azur. Scholars who follow in his footsteps pursue the mysteries of comets.",IType:
Prompt:,"IName:,","Completion:,",Khaki Haori,IDescription:,"Garb of a distant Eastern land, worn by Yamamura the Wanderer. This Eastern warrior pursued a beast for honourable revenge, then became a hunter of the League. But when he stared straight into impurity, it drove him mad.",IType:
Prompt:,"IName:,","Completion:,",King's Armor,IDescription:,"An old armor that is oddly comfortable. Belonged to a King. What makes a king? Some say that it is a birthright, while others call it destiny.Perhaps it is not important, as long as the king's name serves to unite his people",IType:
Prompt:,"IName:,","Completion:,",Knight Armor,IDescription:,"Armor equipment of a lower a rank knight. Despite the thin metal used, the grooved texture gives them added protection",IType:
Prompt:,"IName:,","Completion:,",Knight Armor,IDescription:,"(Armor piece) of a lowly knight, fashioned from solid iron. This/these (armor piece) might be on the heftier side compared to others of their ilk, but as such offer great physical absorption in exchange for its/their imposing weight. Do not think to wear it without the necessary Vitality.",IType:
Prompt:,"IName:,","Completion:,",Knight Armor,IDescription:,"Iron armor of an unknown knight.It is made of thin iron plate.Such metal armor is heavy, but provides considerable damage negation.",IType:
Prompt:,"IName:,","Completion:,",Knight's Garb,IDescription:,Attire of the knights of Cainhurst. A regal piece graced by intricate goldwork. The Cainhurst way is a mix of nostalgia and bombast. They take great pride even in the blood-stained corpses of beasts that they leave behind. confident that they will stand as examples of decadent art.,IType:
Prompt:,"IName:,","Completion:,",Knight's Wig,IDescription:,"Adornment prized by the knights of Cainhurst. Resembles a ponytail of silver hair. The Cainhurst way is a mix of nostalgia and bombast. They take great pride even in the blood-stained corpses of beasts that they leave behind, confident that they will stand as examples of decadent art.",IType:
Prompt:,"IName:,","Completion:,",Land of Reeds Armor,IDescription:,"Armor made from strips of iron fastened together.Worn by warriors of the Land of Reeds.The grimy outer mantle is made from withered reeds from the warrior's birthplace.Perhaps its comforts extend to nostalgic thoughts of home.Altered:The Land of Reeds has long been locked in a miserable civil war, during which time it has remained alienated from the cultures of its neighbors. Little wonder that the entire nation has succumbed to the blood-soaked madness, or so it has said.",IType:
Prompt:,"IName:,","Completion:,",Lazuli Glintstone Crown,IDescription:,"One of the glintstone crowns bestowed upon Raya Lucaria scholars whose pursuits were deemed worthy.Increases intelligence and dexterity to the detriment of HP.Scholars of the Lazuli Conspectus study Carian sorceries - a heterodox pursuit that views the moon as equal to the stars.",IType:
Prompt:,"IName:,","Completion:,",Lazuli Robe,IDescription:,"Robe worn by scholars of the Lazuli Conspectus, singular among the greater Raya Lucaria Academy.These scholars, who sought to master Carian sorcery, instead learned to see the moon as equal to the stars.This robe, in the hue of the full moon, signifies their heresy.",IType:
Prompt:,"IName:,","Completion:,",Leather Armor,IDescription:,Made of soft leather. Very common type of protective gear,IType:
Prompt:,"IName:,","Completion:,",Leather Armor,IDescription:,"An old armor that is oddly comfortable. Belonged to a Hunter. To this day, the forbidden love of Prince of Alken and the Princess of Venn manipulates these marionettes. Surely they never imagined that their dolls would outlast their own kingdoms.",IType:
Prompt:,"IName:,","Completion:,",Leather Armor,IDescription:,"The name Pharis is said to have once belonged to a hero, but is now more widely known as a style of hat. Armor made of smooth leather. Even lighter and more flexible than most leather armors.",IType:
Prompt:,"IName:,","Completion:,",Leather Armor,IDescription:,"Lightweight and battle-proven leather armor worn by a savvy soldier.Many admire the wearer of this armor for his chivalrous and forthright spirit.",IType:
Prompt:,"IName:,","Completion:,",Leonhard's Garb,IDescription:,"(Piece Name) of Ringfinger Leonhard. Leonhard was born into royalty, which is believed to be the reason for his skill in both sorcery and swordsmanship.In his youth, Leonhard suffered grave burns to his entire body. His face in particular, which he hid beneath his mask, was terribly scalded. He abstained from restoring these injuries, even after becoming a Finger of Roasaria. (Mask)Indeed this dingy garb is in fact embroidered with gold thread, betraying its purpose as military wear designed for a noble. (Chest)Indeed, these dingy gauntlets are in fact decorated with silver, betraying their purpose as military wear designed for a noble. (Gauntlets)Indeed, these dingy trousers are in fact meticulously tanned, betraying their purpose as military wear designed for a noble. (Leggings)",IType:
Prompt:,"IName:,","Completion:,",Leydia Black Robe,IDescription:,"Cloak worn by Leydia witches. Leydia apostles worship Galib, god of disease. They once resided in the Undead Crypt beside Fenito. The Leydia witches grew conceited, and began to manipulate both the onset and curing of disease, making themselves the effective gatekeepers of the crypt",IType:
Prompt:,"IName:,","Completion:,",Leydia White Robe,IDescription:,"Robe of a Leydia Pyromancer. Leydia apostles, in their conceit, occupied the Undead Crypt and misused death. This invoked the ire of Fenito, who branded them as transgressors",IType:
Prompt:,"IName:,","Completion:,",Leyndell Knight Armor,IDescription:,"Armor worn by knights sworn to defend the royal capital of Leyndell.Its left breast is emblazoned with a symbol of Erdtree Worship, said to have once been imbued with an incantation of protection.",IType:
Prompt:,"IName:,","Completion:,",Lion Mage Skirt,IDescription:,"Skirt worn by Lion Clan mages.The Lion Clan are an offshoot race that appear in historical records quite abruptly, as if one day they climbed out of the depths of the very earth itself.",IType:
Prompt:,"IName:,","Completion:,",Lion Warrior Cape,IDescription:,"cape worn by Lion Clan warriors.The Lion Clan are an offshoot race that have no ties to humans, and would murder anyone with the curious notion of approaching them.The lion clansmen seem to despise their own looks, as they hate being seen.",IType:
Prompt:,"IName:,","Completion:,",Lion Warrior Cuffs,IDescription:,,IType:
Prompt:,"IName:,","Completion:,",Lionel's Armor,IDescription:,"Round iron armor with a banner extending from its back. Worn by the Lionel the Lionhearted. When this chivalrous dauntless knight met Fia, who had been driven from her home, he declared himself to be her father.",IType:
Prompt:,"IName:,","Completion:,",Llewellyn Armor,IDescription:,"Armor reinforced with rare geisteel. Belonged to Chancellor Wellager. Excellent defensive gear that is of exceptional Quality both light and strong. Crafted by the castle's resident master smith Llewellyn, and supplied only to a selected few. His work easily identified by its lack of ostentation, Llewellyn focused solely on an economy of simplicity and strength.",IType:
Prompt:,"IName:,","Completion:,",Looking Glass Armor,IDescription:,"Armor worn by the Looking Glass Knight. Made of metal, but have high lightning defense. Those who wish to serve the king loyal warriors must take the King's Passage and face the Looking Glass Knight. Those who fail the test are sacrificed by the merciless specular monstrosity",IType:
Prompt:,"IName:,","Completion:,",Lord's Blade Robe,IDescription:,"Robe of the Lord's Blade Ciaran, one of Gwyn's Four Knights. A robe common to all of the Lord's Blades, These deadly women shift nimbly between layers of darkness, etching streaks of gold into the night air, and planting visions of terror into the minds of their targets",IType:
Prompt:,"IName:,","Completion:,",Lorian's Armor,IDescription:,"Armor of Prince Lothric's older brother Lorian.This black-dyed brass helm is patterned with flame. (Helm)This black-dyed brass armor was passed down to him from the royal family. (chest)These black-dyed brass gauntlets were passed down to him from the royal family. (Gauntlets)Lorian, raised as a knight, is said to have been left mute and crippled by his younger brother's curse. It is also said that Lorian, in fact, wished it so.",IType:
Prompt:,"IName:,","Completion:,",Lorian's Helm,IDescription:,"Armor of Prince Lothric's older brother Lorian. This black-dyed brass helm is patterned with flame.Lorian, raised as a knight, is said to have been left mute and crippled by his younger brother's curse. It is also said that Lorian, in fact, wished it so.",IType:
Prompt:,"IName:,","Completion:,",Lothric Knight Armor,IDescription:,"Armor of a celebrated Lothric knight. A strong steel armor, if a little worn.The Knight has served as one of the Three Pillars since ancient times, and shares place alongside the wyverns as a symbol of Lothric.Only those possessing a knight's resolve are fit to wear this garment.",IType:
Prompt:,"IName:,","Completion:,",Lucatiel's Gloves,IDescription:,"Gloves worn by knights while on travel. Belonged to Lucatiel of Mirrah. Only those who have distinguished themselves on the battlefield were admitted into the elite ranks of Mirrah's official order of knights.It is common to hear of a peasant's dream of striving for knighthood as an escape from hardship, but who would ever think it possible?",IType:
Prompt:,"IName:,","Completion:,",Lucatiel's Mask,IDescription:,"Mask attached to a ceremonial hat. Belonged to Lucatiel of Mirrah. Normally hats and masks are separate, but these two have been adjoined",IType:
Prompt:,"IName:,","Completion:,",Lucatiel's Mask,IDescription:,"Mask attached to a ceremonial hat. A Hollow once fought valiantly with this mask, but feared the fading of her self, and implored a comrade remember her name. Perhaps that is why this gentleman's mask is named after a woman.",IType:
Prompt:,"IName:,","Completion:,",Lusat's Glintstone Crown,IDescription:,"The giant blue glintstone crown worn by Lusat, primeval current sorcerer.This crown replaced Lusat's brain and skull altogether, and now, removed from his body, it is all but dead. What power remains within raises the potency of Lusat's primeval current sorceries at the cost of additional FP consumption.",IType:
Prompt:,"IName:,","Completion:,",Lusat's Robe,IDescription:,"A robe reserved for grand masters at the Academy of Raya Lucaria. Corroded by blue glintstones.Since the grand masters Azur and Lusat were driven from the academy, no one has achieved their formerly-held rank.",IType:
Prompt:,"IName:,","Completion:,",Mad Warrior Armor,IDescription:,Armor from an unknown foreign land. King Vendrick called upon powers from beyond his borders in an attempt to stave off the curse. Perhaps they belonged to one of his guests,IType:
Prompt:,"IName:,","Completion:,",Madman Garb,IDescription:,"Most tomb prospectors, members of the Healing Church chosen to explore the old labyrinth, are unable to withstand the weight of the old knowledge, and go mad. This attire is worn by those lost souls. The appendages draped across them are said to be a kind of protective charm, or at least, that is what these lost souls believe with all their hearts.",IType:
Prompt:,"IName:,","Completion:,",Madman Hood,IDescription:,"Most tomb prospectors, members of the Healing Church chosen to explore the old labyrinth, are unable to withstand the weight of the old knowledge, and go mad. This attire is worn by those lost souls. Truth oft resembles madness, inaccessible to the dull of mind. Those who go mad are merely thoughtful souls who failed to reach any conclusions.",IType:
Prompt:,"IName:,","Completion:,",Maiden Robe,IDescription:,"White robe worn by traveling maidens. It is part of their formal attire, regardless of rank. It is soft and well-made, but does not offer much in the way of defense, making it ill- suited to use in battle",IType:
Prompt:,"IName:,","Completion:,",Maiden Robe,IDescription:,"White robe worn by traveling maidens. Part of their formal attire, regardless of rank. It is soft and well-made, but ill-suited for use in battle.",IType:
Prompt:,"IName:,","Completion:,",Malenia's Armor,IDescription:,"Armor made of unalloyed gold. Worn by Malenia, Blade of Miquella.Malenia awaited Miquella at the foot of the husk.My brother will keep his promise. He possesses the wisdom, the allure, of a god - he is the most fearsome Empyrean of all.",IType:
Prompt:,"IName:,","Completion:,",Malenia's Winged Helm,IDescription:,"Winged helm made of unalloyed gold.Worn by Malenia, Blade of Miquella.Malenia awaited Miquella at the foot of the husk.“My brother will keep his promise. He possesses the wisdom, the allure, of a god – he is the most fearsome Empyrean of all.”",IType:
Prompt:,"IName:,","Completion:,",Malformed Dragon Armor,IDescription:,"Malformed golden armor.Adorned with various dragon imagery and worn by the misshapen Tree Sentinels.After the great ancient dragon Gransax attacked, the sentinels had an epiphany. The only way to truly protect the Erdtree was to become dragons themselves.",IType:
Prompt:,"IName:,","Completion:,",Maliketh's Gauntlets,IDescription:,"Beast's gauntlets made of black iron and decorated with gold. Worn by Maliketh the Black Blade.Maliketh, Queen Marika's loyral half-brother, bore a blade imbued with Destined Death, and there was not one demigod who did not fear him. Champions knew what was at stake. Indeed, that is what made them champions",IType:
Prompt:,"IName:,","Completion:,",Manikin Mask,IDescription:,"Mask of the Manikins of Harvest Valley. A fickle queen gave them life, and tore off their faces. How else could she forgive those who dared gaze upon her. The peculiar art of puppetry is vestige of the two lost lands. A queen breathed life into these dolls with the very miasma that afflicted her poison-drenched bosom, so that she would have slaves to serve her temperamental will.",IType:
Prompt:,"IName:,","Completion:,",Marais Mask,IDescription:,"Mask in the image of a white-haired young noble.Customarily worn by the head of House Marais.Increases arcane.The Marais family has a dual history spanning generations, serving as both executioners and castellans of the Shaded Castle. This mask bears the likeness of the first of their line.",IType:
Prompt:,"IName:,","Completion:,",Marais Robe,IDescription:,"Robe with a black mantle across the shoulders.Customarily worn by the head of House Marais.The sons of House Marais are all sickly born.Little wonder that Maleigh Marais would be so beguiled by the beautiful and fierce goddess who was born into rot.",IType:
Prompt:,"IName:,","Completion:,",Maria Hunter Garb,IDescription:,"Among the first hunters, all students of Gehrman, was the lady hunter Maria. This was her hunter's cap, garb, gloves, and trousers, crafted in Cainhurst. Maria is distantly related to the undead queen, but had great admiration for Gehrman, unaware of his curious mania",IType:
Prompt:,"IName:,","Completion:,",Marionette Soldier Helm,IDescription:,"Cylindrical helm of plate metal reinforced with a lattice. Worn by marionette soldiers, crafted to serve the sorcerers.The construction of this helm is remarkably crude.For a doll, the only thing that matters is that it does not break.",IType:
Prompt:,"IName:,","Completion:,",Mask of the Sealer,IDescription:,"Mask of the sorcerers who flooded New Londo to seal away the Darkwraiths, and the Four Kings who descended into Dark. It symbolizes their resolve to keep the seal shut forever and their atonement for all who were sacrificed, but two of the three forsook New Londo upon tiring of their duty",IType:
Prompt:,"IName:,","Completion:,",Master's Attire,IDescription:,"A terribly worn shirt Men are fond of weaving tales to explain the raggedness of their garb. My sixth sense warned me of danger, and I danced between flurries of blades unscathed, but alas, my clothes went to tatters.",IType:
Prompt:,"IName:,","Completion:,",Master's Iron Helm,IDescription:,"An iron helm resembling an upside-down bucket. A single hole allows one to peek out with a single eye, which is probably all that its original owner had.The iron helm is passed down among masters of the League. Valtr had in fact lost the ability to see Vermin long ago.",IType:
Prompt:,"IName:,","Completion:,",Mausoleum Knight Armor,IDescription:,"Armor worn by headless knights who endlessly guard the Wandering Mausoleum.The wing-shaped ornaments on its back evoke the Deathbird. A self-inflicted curse that ties the spirits of these loyal knights to the land, having willingly beheaded themselves so that they may serve their masters in death.",IType:
Prompt:,"IName:,","Completion:,",Mausoleum Surcoat,IDescription:,"Armor worn by headless soldiers who endlessly guard the Wandering Mausoleum.The surcoat depicts the mausoleum bell, which rings in constant mourning for the soulless demigods.",IType:
Prompt:,"IName:,","Completion:,",Mensis Cage,IDescription:,"The School of Mensis controls the Unseen Village. This hexagonal iron cage suggests their strange ways. The cage is a device that restrains the will of the self, allowing one to see the profane world for what it is. It also serves as an antenna that facilitates contact with the Great Ones of the dream. But to an observer, the iron cage appears to be precisely what delivered them to their harrowing nightmare.",IType:
Prompt:,"IName:,","Completion:,",Mirrah Chain Mail,IDescription:,"Formal attire of the honorable knights of Mirrah, featuring their heraldry, a stag set against a blue field. Oddly, it was a dishonorable deserter who wore this attire most religiously",IType:
Prompt:,"IName:,","Completion:,",Mirrah Vest,IDescription:,"Garb worn by Mirrah Knights sent on journeys. This hard leather vest is bestowed only upon proven knights. Knights travel afar to fulfill their sacred duties, but few are ever able to deliver on their vows.",IType:
Prompt:,"IName:,","Completion:,",Monastery Long Gloves,IDescription:,"Made of lightweight, flowing white fabric, The ceremonial design suggests that they revered whatever it was they watched over. The purity of the garment, however, neatly symbolizes the fraudulence found at the very heart of the monastery",IType:
Prompt:,"IName:,","Completion:,",Moon Butterfly Wings,IDescription:,"Wings made from wings of the rare moon butterfly. Poisons those who approach its wearer. Also extends jump distance. Little is known about the moon butterfly, which only appears on full-moon nights in winter. Some say the butterfly is a magical being, and its larvae have never once been spotted. Poisons nearby foes.",IType:
Prompt:,"IName:,","Completion:,",Moonlight Robe,IDescription:,"Robe of the Dark Sun Gwyndolin, protector of the forsaken city of Anor Londo. The power of the moon was strong in Gwyndolin, and thus he was raised as a daughter. His magic garb is silk-thin and hardly provides any physical defense",IType:
Prompt:,"IName:,","Completion:,",Morne's Armor,IDescription:,"Black armor bestowed upon knights of Carim. Modeled on Morne, the Archbishop's apostle, cast from a unique mineral resembling stone. A Carim knight will dedicate an entire career to attending a single maiden, just as Morne once served one goddess alone.",IType:
Prompt:,"IName:,","Completion:,",Mushroom Body,IDescription:,"Mushrooms found growing all over the body. These overgrown mushroom have colonized the torso. To those enraptured by the scarlet rot, they are holy vestments that root one to the earth.",IType:
Prompt:,"IName:,","Completion:,",Nahr Alma Robes,IDescription:,"Robes worn by servants of Nahr Alma, god of blood. Increases souls acquired for each kill. Belonged to Titchy Gren. Those who profess faith in Nahr Alma have rejected all that is this world, and vow to travel a path stained with blood. Blessed with the protection of the god of war Nahr Alma. This armor is much heavier than it looks, overwhelmed by the blood that it has absorbed.",IType:
Prompt:,"IName:,","Completion:,",Nameless Knight Armor,IDescription:,Armor of a nameless knight. Crafted with thin metal greatly reinforced by a grooved finish.,IType:
Prompt:,"IName:,","Completion:,",Navy Hood,IDescription:,"A hooded cloak of deep navy.Worn by expatriated royalty.Increases mind.Such cloaks were gifted to those who departed on missions to faraway lands, from which they would never return. But what choice did they have, having seen the guidance of grace?",IType:
Prompt:,"IName:,","Completion:,",Night Maiden Twin Crown,IDescription:,"Twin crowns worn by the nightmaidens of the Eternal City.Indicates the highest clerical rank, and hides the eyes with silk.Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",IType:
Prompt:,"IName:,","Completion:,",Night's Cavalry Armor,IDescription:,"Pitch-black armor thinly painted with dried blood.Worn by the Night's Cavalry who ride funeral steeds.The Night's Cavalry, who now wander the dim roads at night, were once led by the Fell Omen and were deliverers of death for great warriors, knights, and champions.",IType:
Prompt:,"IName:,","Completion:,",Noble Dress,IDescription:,A finely tailored bordeaux dress. Worn by the nobles of the old bloodline that traces back to the forsaken Castle Cainhurst.,IType:
Prompt:,"IName:,","Completion:,",Noble's Traveling Garb,IDescription:,"Traveling attire fashioned from metallic white silk thread. Worn by expatriated royalty.A gift of such rare beauty, a royal wouldn't disgrace their illustrious heritage even if found dead, in a ditch, in the middle of nowhere, while wearing such splendid raiment.",IType:
Prompt:,"IName:,","Completion:,",Nomadic Merchant's Finery,IDescription:,"Finery of the nomadic merchants. Decorated with tiny gems in a wide spectrum of colors.These merchants once thrived as the Great Caravan, but after being accused of heretical beliefs, their entire clan was rounded up and buried alive far underground.Then, they chanted a curse of despair, and summoned the flame of frenzy.",IType:
Prompt:,"IName:,","Completion:,",Northern Armor,IDescription:,"Iron armor of a stalwart northern warrior. Supported by interwoven chainmail. Iron defensive wear grants superior absorption. Being from the north, it should also offer resistance to the cold.",IType:
Prompt:,"IName:,","Completion:,",Nox Monk Armor,IDescription:,"Armor worn by the monks of the Eternal City, with a silk cape attached.Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",IType:
Prompt:,"IName:,","Completion:,",Nox Swordstress Crown,IDescription:,"Crown worn by the swordstresses of the Eternal City.These women are the personal guards of the nightmaidens, and the silk hides their eyes.Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",IType:
Prompt:,"IName:,","Completion:,",Official's Attire,IDescription:,"Grubby blue robe worn by magisterial officials to carry out their grim tasks.Surveillance, executions, gruesome rituals... The darkest duties drive the wheels of mankind.",IType:
Prompt:,"IName:,","Completion:,",Okina Mask,IDescription:,"A wooden mask that depicts an Oni baring his teeth. Thesource of the sobriquet of the great swordman of the Land ofReeds.Raises dexterity as it lowers focus.The more he sharpened his mind, the more the absurdities of theworld came into stark relief. And so Okina renounced it all, androse to a higher plane. There was only himself. His katana. And itsmastery.Before long, Okina became a demon of a swordsman.",IType:
Prompt:,"IName:,","Completion:,",Old Aristocrat Cowl,IDescription:,"Cowl made of soft cloth.Travel attire worn by nobles in the capital. Garb favored by the aged.Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",IType:
Prompt:,"IName:,","Completion:,",Old Hunter Garb,IDescription:,"Old Hunter Garb. In the old days, when hunters were ten a penny, this was their standard garb. One day, the hunters disappeared, and Yharnamites began to whisper of the hunters' sin. Drunk with blood, chasing after beasts, they would pass on to the Nightmare, every last one of them",IType:
Prompt:,"IName:,","Completion:,",Old Hunter Gloves,IDescription:,"Old Hunter gauntlets made of brass to protect their weapon-bearing hands. At the time, some hunters believed that certain metals would guard off beast blood. On a night of the hunt, it is no wonder that some resort to superstition",IType:
Prompt:,"IName:,","Completion:,",Old Hunter Top Hat,IDescription:,"Old Hunter Top Hat, warped by blood stains. In the old days, when hunters were ten a penny, this was their standard garb.",IType:
Prompt:,"IName:,","Completion:,",Old Ironclad Armor,IDescription:,"old armor worn by ironclad soldiers. Boasts high defence, but extremely heavy. One day, warriors wearing decrepit armor emerged from drangleic castle, and quietly assumed positions amongst the royal army.not one of them ever spoke a word, or revealed the face under the mask.",IType:
Prompt:,"IName:,","Completion:,",Old Knight Armor,IDescription:,"Old undated Armor How old could this nearly-crumbling armor be? Has extremely low durability. Sometimes, just as a thing falls to pieces, it unleashes its last flash of great power...",IType:
Prompt:,"IName:,","Completion:,",Old Sage's Blindfold,IDescription:,"The large blindfold blocks out unnecessary light, allowing one to observe a pyromancy's true essence.The flame reveals all, and obscures all",IType:
Prompt:,"IName:,","Completion:,",Old Sorcerer Coat,IDescription:,"Traditional attire worn by sorcerers of the Vinheim Dragon School. Long ago, sorcerers were said to always dress properly, even while on distant journeys of discovery, even before such journeyes were established curriculum.",IType:
Prompt:,"IName:,","Completion:,",Omen Armor,IDescription:,"Malformed armor resembling an Omen with its horns cut off.Worn by the Dung Eater. The heavy, sun-shaped medallion represents both the guidance he once saw, and the ring to which it will one day lead.",IType:
Prompt:,"IName:,","Completion:,",Omenkiller Robe,IDescription:,"Robe worn by the Omenkillers, butchers of twisted conscience. Its thick apron is worn in remembrance Rollo, the progenitor of the Omenkillers and a perfumer of antiquity",IType:
Prompt:,"IName:,","Completion:,",Omensmirk Mask,IDescription:,"Mask with long, hideously twisted horns worn by the Omenkillers.Increases strength.Bears the smirking face of an elder, twisted in wicked delight.This visage is carved in the image of the evil spirits that haunt the Omen in their nightmares.",IType:
Prompt:,"IName:,","Completion:,",Ornstein's Armor,IDescription:,"Armor of the dragonslayer Ornstein, who guards the cathedral in the forsaken city of Anor Londo. Ornstein is believed to be the captain of the Four Knights. His golden lion armor is imbued with the power of lightning and should provide good protection against it.",IType:
Prompt:,"IName:,","Completion:,",Ornstein's Helm,IDescription:,"Helm of the dragonslayer Ornstein, who guards the cathedral in the forsaken city of Anor Londo. Ornstein is believed to be the captain of the Four Knights. His golden lion helm is imbued with the power of lightning and should provide good protection against it",IType:
Prompt:,"IName:,","Completion:,",Outrider Knight Armor,IDescription:,"Armor of an Irithyll outrider knight. Enveloped in a dimly cool air. The knights were given the eyes of the Pontiff, but the eyes transformed them into savage, raving warriors who only knew how to serve as mindless guards.",IType:
Prompt:,"IName:,","Completion:,",Page Garb,IDescription:,"Garb worn by pages who serve the nobility and are mindful to keep them out of harm's way.Traveling wear tailored with exquisite precision, to avoid any undue shame for the page's master.",IType:
